article_id,sentiment_raw,sentiment_norm,risk_raw,risk_norm,sector_raw,sector_norm,predicted_sector,sector_ok,evidence_user_raw,evidence_predicted,evidence_ok,evidence_rule
rss-e47d8b1e5e0cc270,neutral,neutral,earning risk,earnings risk,Consumer Staples,Consumer Staples,Consumer Staples,1,Costco’s June sales were a mixed bag.,"Excluding impacts from gas and foreign exchange, same-store sales rose 4.9% in Canada and 5.6% in the dozen or so other countries where Costco has warehouses.",0,nomatch(0.22)
rss-242555905fc8eacd,positive,positive,none,none,None,Unmapped,Unmapped,1,Nobel economics prize awarded to three who studied wealth of nations,Nobel economics prize awarded to three who studied wealth of nations,1,containment
rss-307392f97ce962bf,negative,negative,valuation risk,valuation risk,Consumer Discretionary,Consumer Discretionary,Communication Services,0,"Netflix stock has pulled back sharply over the past year, yet both its Discounted Cash Flow (DCF) intrinsic value estimate and market multiples still point to a potential valuation gap that the recent share price weakness has not fully closed.","Netflix stock has pulled back sharply over the past year, yet both its Discounted Cash Flow (DCF) intrinsic value estimate and market multiples still point to a potential valuation gap that the recent share price weakness has not fully closed.",1,containment
rss-6a45d3e9a0d49b4e,negative,negative,valuation risk,valuation risk,Real Estate,Real Estate,Real Estate,1,Scotiabank and Jefferies Update Outlook on Realty Income (O) Amid REIT Valuation Concerns,"On June 18, Scotiabank reduced its price objective for Realty Income Corporation (NYSE:O) to $67 from $72, maintaining an Outperform rating on the stock.",0,nomatch(0.38)
rss-97b0e123ed1c579a,neutral,neutral,regulatory risk;valuation risk,regulatory risk;valuation risk,Consumer Staples,Consumer Staples,Consumer Staples,1,"This doesn't mean the company isn't facing real headwinds, though.","Still, because the company only met profit expectations and reaffirmed its full-year guidance rather than raising it, the stock pulled back following its May 29 report.",0,nomatch(0.27)
rss-d91a44d67b134a71,negative,negative,valuation risk,valuation risk,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,1,"On June 23, Wolfe Research downgraded The Home Depot, Inc. (NYSE:HD) to Peer Perform from Outperform. It did not assign a price target.","The Home Depot, Inc.",1,containment
rss-3651b8824f8a2712,positive,positive,none,none,Industrials,Industrials,Industrials,1,"According to Aerospace Global News, Boeing Co. and Airbus SE (OTCPK: EADSY) are sitting on a record backlog.","Facing rapidly aging fleets, operators are incurring higher maintenance bills.",0,nomatch(0.36)
rss-52122551aa08ea80,neutral,neutral,None,none,None,Unmapped,Unmapped,1,You’re Freezing in Your Office Building. Here’s Why.,Office temperatures are typically set in the low 70s during summer.,0,nomatch(0.29)
rss-26ed6a2bfb4ea9a6,negative,negative,earning risk,earnings risk,Utilities,Utilities,Utilities,1,"Exelon, FirstEnergy utilities’ RTO adder targeted by Maryland in FERC complaint
Maryland state agencies asked the Federal Energy Regulatory Commission to end an extra 0.5% return the transmission owners earn for being PJM Interconnection members.",Maryland state agencies asked the Federal Energy Regulatory Commission to end an extra 0.5% return the transmission owners earn for being PJM Interconnection members.,1,containment
rss-1b9a44d2bff671cd,neutral,neutral,none,none,None,Unmapped,Consumer Staples,0,"The $1,500-A-Month Portfolio: Conservative, Moderate, And High-Yield Paths Compared","Replacing $1,500 a month in portfolio income looks simple until yield enters the equation.",0,nomatch(0.47)
rss-f0cb95e0a00d7104,positive,positive,none,none,technology,Technology,Communication Services,0,Investors are bullish on Meta’s new low-cost AI pricing and infrastructure plans.,Investors are bullish on Meta’s new low-cost AI pricing and infrastructure plans.,1,containment
rss-0598c05e3bf7b085,positive,positive,none,none,technology,Technology,Technology,1,"SK Hynix just shattered a decades-old US listing record, and Bloomberg's desk thinks it signals something much bigger than one blockbuster IPO for the companies already supplying the AI buildout.","SK Hynix just shattered a decades-old US listing record, and Bloomberg's desk thinks it signals something much bigger than one blockbuster IPO for the companies already supplying the AI buildout.",1,containment
rss-eda7131849c012b7,negative,negative,liquidity risk,liquidity risk,Financials,Financials,Financials,1,Forced RMD income can make up to 85% of Social Security taxable and trigger higher Medicare IRMAA surcharges two years later.,"Then, in early July, Bank of America (NYSE:BAC) warned the market could suffer a “snapback” ...",0,nomatch(0.30)
rss-4836ac1918c70465,positive,positive,none,none,energy,Energy,Energy,1,"Energy stocks were higher Thursday afternoon, with the NYSE Energy Sector Index rising 0.9% and the","Energy stocks were higher Thursday afternoon, with the NYSE Energy Sector Index rising 0.9% and the Energy stocks were higher Thursday afternoon, with the NYSE Energy Sector Index rising 0.9% and the",1,containment
rss-e218eb3abcb175df,neutral,neutral,none,none,Multiple,,Real Estate,,"Here Are Wednesday’s Best Wall Street Analyst Research Calls: Abbott Laboratories, Circle Internet, Dow, Kratos Defense, Lockheed Martin, Salesforce, ServiceNow,SpaceX, and More","Pre-Market Stock Futures: Futures are trading lower as we get ready to start the third quarter after a record-setting second quarter that saw the Dow Jones Industrial Average close at 52,317, up 0.26% to finish the venerable index’s best first half since 2021, while the Nasdaq finished the session at 26,213, up 1.52% for the ...",0,nomatch(0.04)
rss-51ce10a1976957cf,negative,negative,earning risk,earnings risk,Technology,Technology,Materials,0,"The AI division — home to X and xAI — posted a $6.4 billion operating loss in 2025. And rather than pare back those investments, spending is only ramping up from here.","And right now, there’s one question on every investor’s tongue as a new wave of trillion-dollar tech IPOs hits the public markets.",0,nomatch(0.22)
rss-9a123fedb5187ddd,negative,negative,geopolitical risk,geopolitical risk,overall,Unmapped,Energy,0,"Update: US Equity Futures Fall Pre-Bell as Middle East Hostilities Restart, President Trump Declares US-Iran Ceasefire 'Over'","(Updates with economic data, recent oil price movement, world markets' overview and corporate stock.",0,nomatch(0.36)
rss-bd62f6c490cd5201,neutral,neutral,macro risk,macro risk,overall,Unmapped,Materials,0,"Inflation climbed above 4% for the first time in three years, though the increase met expectations amid concerns over how much the surge in energy prices would impact the economy.","The consumer price index was expected to show a 4.2% gain from a year ago, according to the Dow Jones consensus estimate.",0,nomatch(0.29)
rss-e4bed041f9cbb052,positive,positive,none,none,health care,Healthcare,Healthcare,1,"Elevance Health's disciplined capital allocation, strong cash generation and continued investments in Carelon and AI support long-term growth while rewarding shareholders.","Elevance Health's disciplined capital allocation, strong cash generation and continued investments in Carelon and AI support long-term growth while rewarding shareholders.",1,containment
rss-466f8d26d106b272,positive,positive,none,none,Financials,Financials,Financials,1,"Financial stocks were higher in Friday afternoon trading, with the NYSE Financial Index rising 0.4%","Financial stocks were higher in Friday afternoon trading, with the NYSE Financial Index rising 0.4% Financial stocks were higher in Friday afternoon trading, with the NYSE Financial Index rising 0.4%",1,containment
rss-1c382580f9b2b849,negative,negative,valuation risk,valuation risk,Industrials,Industrials,Industrials,1,A Wall Street downgrade of Siemens Energy has sparked a sell of in shares of power generation equipment providers.,A Wall Street downgrade of Siemens Energy has sparked a sell of in shares of power generation equipment providers.,1,containment
rss-dc5e4429497e5440,positive,positive,none,none,overall,Unmapped,Financials,0,"The macro tape backs her up. Total US corporate profits hit $4.4 trillion in Q1 2026, up 12.8% year over year.","Her pitch is that cyclicals are cheap, capex is accelerating, and the boring stuff has ...",0,nomatch(0.11)
rss-5e0d0bd29ad0c69c,positive,positive,none,none,energy,Energy,Energy,1,Chevron (CVX) – Among the 14 Best Blue Chip Dividend Stocks to Buy According to Hedge Funds,"With an annual dividend yield of 4.21%, Chevron Corporation (NYSE:CVX) is included among the 14 Best Blue Chip Dividend Stocks to Buy According to Hedge Funds.",0,nomatch(0.72)
rss-f1c2ed323e06e6fe,negative,negative,geopolitical risk,geopolitical risk,overall,Unmapped,Utilities,0,U.S. stock futures and bond yields drop on reports Putin has updated nuclear doctrine,stock futures and bond yields drop on reports Putin has updated nuclear doctrine,1,containment
rss-55312dcebd8ec9bb,negative,negative,macro risk,macro risk,overall,Unmapped,Unmapped,1,U.S. productivity slows down in fourth quarter while unit labor costs accelerate,productivity slows down in fourth quarter while unit labor costs accelerate,1,containment
rss-8ea0f88056fb990c,positive,positive,none,none,Industrials,Industrials,Communication Services,0,The Reason Behind Blue Origin’s Eye-Popping Valuation,"Space is the hot new sector on Wall Street, and market optimism has sent Jeff Bezos’ Blue Origin valuation to the moon.",0,nomatch(0.37)
rss-ca0d208665dd4e81,neutral,neutral,none,none,none,Unmapped,Technology,0,Americans are quietly abandoning the daily habit that billionaires say set them up for success—and it could have lasting consequences,"Experts warn its decline among Americans, especially Gen Z, could have lasting consequences.",0,nomatch(0.43)
rss-0c102922f137be6b,negative,negative,none,none,overall,Unmapped,Materials,0,European Equities Traded in the US as American Depositary Receipts Fall Sharply in Tuesday Trading,European equities traded in the US as American depositary receipts were tracking sharply lower late European equities traded in the US as American depositary receipts were tracking sharply lower late,0,nomatch(0.61)
rss-045f9d58596724ad,positive,positive,none,none,health care,Healthcare,Healthcare,1,"UnitedHealth launches a Lifestyle Spending Account through UHC Store, expanding flexible wellness benefits and simplifying employer administration with digital integration.","UnitedHealth launches a Lifestyle Spending Account through UHC Store, expanding flexible wellness benefits and simplifying employer administration with digital integration.",1,containment
rss-81955c71a2012829,positive,positive,none,none,real estate,Real Estate,Real Estate,1,Simon Property Group (SPG) Price Target Raised at Scotiabank.,"With an annual dividend yield of 4.06%, Simon Property Group, Inc.",0,nomatch(0.37)
rss-d85fc967b194cac4,negative,negative,demand risk,demand risk,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,1,The Pro-Focused Pivot That Puts Home Depot Stock's Core Engine At Risk,"Management is all-in on a new growth story through acquisition, but the silence around its massive, slowing retail business is what investors need to hear.",0,nomatch(0.25)
rss-22fdfdd4d38b2175,neutral,neutral,none,none,Utilities,Utilities,Utilities,1,Duke gives up offshore wind lease for ‘partial’ reimbursement under Interior deal,"A Duke Energy subsidiary paid $155 million for the lease in 2022, saying it could support up to 1.6 GW of capacity.",0,nomatch(0.31)
rss-a44ec294a4b1cc82,positive,positive,none,none,Industrials,Industrials,Industrials,1,"AST SpaceMobile clinches major telecom partnerships while Boeing posts a return to profitability, two sharply contrasting paths for tech-focused investors.","AST SpaceMobile clinches major telecom partnerships while Boeing posts a return to profitability, two sharply contrasting paths for tech-focused investors.",1,containment
rss-a77c2f593f1798f5,negative,negative,demand risk,demand risk,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,1,"Nike is struggling in China, where sales fell 13% in fiscal year 2026.",Nike is making progress -- except in one large and important market.,0,nomatch(0.38)
rss-6a90e376c263d4f9,neutral,neutral,none,none,none,Unmapped,Technology,0,"Husband Secretly Put Our 401(k) in an AI Stock. He Made $1M, But I’m Leaving Him and Taking Half Anyway. It’s Not About the Money.","That’s exactly where 53-year-old Melissa says she found herself after discovering her husband, David, had secretly rewritten their financial...",0,nomatch(0.22)
rss-72e132142c36701e,neutral,neutral,valuation risk,valuation risk,health care,Healthcare,Healthcare,1,"The bottom line is that this heavy JNJ put option volume today is probably equally instigated by both buyers and sellers, given the uncertainty related to the upcoming earnings report as well as the recent stock price run-up.","The puts are out-of-the-money (OTM), implying that some investors believe JNJ could tank.",0,nomatch(0.22)
rss-729be2f8c2514d1c,positive,positive,none,none,Consumer Staples,Consumer Staples,Consumer Staples,1,"Senior leadership team brings more than 100 years of combined beverage industry experience from Coca-Cola, Pepsi, Snapple, Dr Pepper, VOSS Water, BODYARMOR, RedCon1 and other leading beverage organizations to support the Company's next phase of national retail and commercial expansion.","Completion of the executive commercial organization strengthens the Company's vertically integrated beverage and wellness commercialization platform while accelerating national retail expansion, market penetration, distributor development, and commercialization of the GUTSI™ portfolioSenior leadership team brings more than 100 years of combined beverage industry experience from Coca-Cola, Pepsi, Snapple, Dr Pepper, VOSS Water, BODYARMOR, RedCon1 and other leading beverage organizations to suppor Completion of the executive commercial organization strengthens the Company's vertically integrated beverage and wellness commercialization platform while accelerating national retail expansion, market penetration, distributor development, and commercialization of the GUTSI™ portfolioSenior leadership team brings more than 100 years of combined beverage industry experience from Coca-Cola, Pepsi, Snapple, Dr Pepper, VOSS Water, BODYARMOR, RedCon1 and other leading beverage organizations to suppor",0,nomatch(0.37)
rss-60d3fbfd9d897476,positive,positive,none,none,Communication Services,Communication Services,Unmapped,0,"Full Swing adds to Versant’s golf assets, which already include Golf Channel, GolfNow and GolfPass.",The deal for Full Swing will expand Versant's nontraditional media assets in an effort to diversify revenue from cable television.,0,nomatch(0.39)
rss-569f392d1323ecdb,negative,negative,valuation risk,valuation risk,Communication Services,Communication Services,Communication Services,1,The streaming stock's price-to-earnings ratio hasn't been this cheap in almost four years.,"Despite a fantastic 711% trailing-10-year return, Netflix shares are currently 45% off their peak.",0,nomatch(0.18)
rss-1692efcfeec9c763,positive,positive,none,none,real estate,Real Estate,Real Estate,1,Real Estate ETF (AVRE) Touches a New 52-Week High,"AVRE hits a new 52-week high after climbing 12.7% from its low, with momentum supported by strong top holdings and a positive weighted alpha.",0,nomatch(0.28)
rss-7c3d14a7fcfbd68c,negative,negative,demand risk,demand risk,Consumer Staples,Consumer Staples,Consumer Staples,1,Costco shares fell on Thursday after the retailer’s June sales fell short of Wall Street’s high expectations.,Because It Had ‘Little Room for Error’ Costco shares fell on Thursday after the retailer’s June sales fell slightly short of Wall Street’s high expectations.,0,nomatch(0.82)
rss-43380b5a247aedee,nagative,negative,regulatory risk,regulatory risk,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,1,"Tesla driver faces manslaughter charge after fatal crash
The driver says his Tesla Model 3’s ADAS system was engaged at the time of the crash.","While Tesla is just beginning to experience the civil fallout from the fatal crash in a Houston, Texas, suburb last month, the driver of the vehicle is now facing legal consequences for his role.",0,nomatch(0.28)
rss-346822802e1355a6,neutral,neutral,none,none,Industrials,Industrials,Industrials,1,"Caterpillar's tax profile therefore depends on the mix of dividends and repurchases, as well as the durability of its free cash flow.","On June 10, Caterpillar said its board raised the quarterly dividend by 12 cents, or 8%, to $1.63 per share, payable August 19 to shareholders of record at the close of business on July […]",0,nomatch(0.35)
rss-46c7f8a34229f90b,neutral,neutral,none,none,none,Unmapped,Unmapped,1,"US activist investors must disclose clients in filings, SEC says","US activist investors must disclose clients in filings, SEC says",1,containment
rss-02428244c514ed48,neutral,neutral,valuation risk,valuation risk,energy,Energy,Utilities,0,"Further, the soft performance of NEE stock would seem to negate any excitement.","Thanks to a certain level of stationarity in the overriding business ecosystem, NEE stock may be a quant trader’s dream.",0,nomatch(0.32)
rss-4a90ed44a6163778,negative,negative,none,none,none,Unmapped,Consumer Staples,0,"Xbox CEO Asha Sharma Will Lead Productivity & Jobs Task Force for US Federal Reserve After Laying Off 3,200 People - 80 Level","Xbox CEO Asha Sharma Will Lead Productivity & Jobs Task Force for US Federal Reserve After Laying Off 3,200 People 80 Level Fed Chairman Warsh names members of monetary policy task forces CNN Fed Names VC Marc Andreessen, Ex-Walmart CEO Doug McMillon to Warsh’s Task Forces WSJ CEO under fire for mass layoffs amid foreign worker hiring spree now appointed to Fed's task force on jobs Fox News Fed task forces are led by outsiders with chops Axios.",0,nomatch(0.43)
rss-f02c6e093cc6cd40,positive,positive,none,none,technology,Technology,Communication Services,0,"With the rollout of AI model Grok 4.5, Elon Musk's xAI has closed the gap with rivals Google, Anthropic and OpenAI, analysts say.",New AI Model Puts SpaceX Back In Race Vs.,0,nomatch(0.20)
rss-53e36471c16af08e,positive,positive,none,none,Consumer Staples,Consumer Staples,Technology,0,"Levi Strauss beats quarterly expectations, raises guidance and dividend",Levi Strauss beat quarterly expectations on the top and bottom lines during its fiscal 2026 second quarter.,0,nomatch(0.61)
rss-b59266e2b10c3b24,positive,positive,none,none,technology,Technology,Financials,0,Micron Unveils $250 Billion Spending Plan. BofA Says Buy.,"Micron stock has dropped from levels of more than $1,200 and BofA analysts say there's a chance to buy at a discount.",0,nomatch(0.37)
rss-b3cc177a3f542be0,positive,positive,none,none,energy,Energy,Energy,1,Sector Update: Energy Stocks Rise Late Afternoon,"Energy stocks were higher late Thursday afternoon, with the NYSE Energy Sector Index rising 0.9% and Energy stocks were higher late Thursday afternoon, with the NYSE Energy Sector Index rising 0.9% and",0,nomatch(0.25)
rss-e951899c8f4e3008,positive,positive,none,none,Real Estate,Real Estate,Real Estate,1,"VNQ’s 18-Year July Streak Makes REITs a Seasonal Standout
VNQ and US REITs haven’t posted a July loss since 2008, extending a rare seasonal streak despite persistent rate headwinds.","VNQ and US REITs haven't posted a July loss since 2008, extending a rare seasonal streak despite persistent rate headwinds.",1,containment
rss-690159e345ad1f21,positive,positive,none,none,Materials,Materials,Materials,1,Make Your FCX Shares Pay You 15% While You Hold Them,"Get paid a real income now on your Freeport-McMoRan shares, an income you keep no matter what, in exchange for capping your gains above a higher price.",0,nomatch(0.32)
rss-7bcc3c4eed6f56f2,negative,negative,geopolitical risk,geopolitical risk,energy,Energy,Energy,1,"A number of stocks fell in the afternoon session after crude oil dropped to its lowest level since the start of the Iran war, as tankers resumed transit through the Strait of Hormuz and the U.S. and Iran signaled progress toward ending the conflict.","A number of stocks fell in the afternoon session after crude oil dropped to its lowest level since the start of the Iran war, as tankers resumed transit through the Strait of Hormuz and the U.S.",1,containment
rss-94c46328ccacb8d7,positive,positive,none,none,Industrials,Industrials,Materials,0,"ATI Inc. ATI shares have rallied 72.3% year to date. The company has also outperformed the Zacks Aerospace - Defense Equipment industry's 11.2% growth over the same time frame. The rally has been driven by robust demand across ATI's key aerospace, defense and specialty energy markets, continued outperformance of earnings estimates and strategic investments that strengthened confidence in its long-term growth outlook.","ATI's 72% YTD rally is fueled by aerospace, defense and specialty energy demand, capacity investments, earnings beats and a stronger growth outlook.",0,nomatch(0.40)
rss-89eaa08f618e987c,positive,positive,none,none,Healthcare,Healthcare,Healthcare,1,"The effectiveness of KEYTRUDA QLEX for its approved indications has been established based upon evidence from the adequate and well-controlled studies conducted with KEYTRUDA and additional data from MK-3475A-D77 comparing the pharmacokinetic, efficacy and safety profiles of KEYTRUDA QLEX and KEYTRUDA.","Food and Drug Administration (FDA) approved KEYTRUDA® (pembrolizumab) and KEYTRUDA QLEX™ (pembrolizumab and berahyaluronidase alfa-pmph), Merck’s anti-PD-1 therapies, each in combination with Padcev® (enfortumab vedotin-ejfv), as neoadjuvant treatment and then continued after cystectomy as adjuvant treatment for the treatment of adult patients with muscle-invasive bladde",0,nomatch(0.07)
rss-33a04d83cb003c5b,positive,positive,none,none,Financials,Financials,Financials,1,The strategic investment from SBI builds on the group’s broader push into regulated digital assets.,EDX Markets Raises $76 Million Series C To Scale Institutional Digital Asset Infrastructure Pulse 2.0 EDX Markets Raises $76 Million Series C To Scale Institutional Digital Asset Infrastructure Pulse 2.0,0,nomatch(0.04)
rss-16cb1c34187c9a26,positive,positive,none,none,Industrials,Industrials,Industrials,1,"LMT reaffirmed free cash flow guidance of $6.5B to $7B, while BA burned $1.5B in Q1 and trades at 833 times forward earnings.

Jim Taiclet signed framework agreements to triple or quadruple Patriot, THAAD, and PrSM production, targeting a combined ~$25B Pentagon FY27 request.",Lockheed runs a pure defense execution engine with messy program charges but reaffirmed guidance.,0,nomatch(0.12)
rss-7706ab580fcc6769,neutral,neutral,none,none,Financials,Financials,Financials,1,Which Small Cap ETF Is the Better Buy in 2026? iShares and JPMorgan Have Compelling Offerings,"ISCB offers ultra-low costs and 1,500+ holdings for diversification, while BBSC concentrates on fewer names with higher recent returns.",0,nomatch(0.16)
rss-5b2b38c38725852d,neutral,neutral,none,none,energy,Energy,Energy,1,The oil stock has recently pulled back to the 200-day moving average but is showing signs of accumulation. A cash-secured put could be an attractive way to potentially buy the stock for a discount or achieve a healthy return.Cash-secured puts are a fantastic way to generate a high return on stocks the investor is happy to own.,ExxonMobil stock is attracting institutional interest.,0,nomatch(0.19)
rss-6065c0ca067e4299,negative,negative,valuation risk,valuation risk,Utilities,Utilities,Utilities,1,NextEra Energy (NEE) Stock Looks Stretched Despite Its 32% Five Year Run,"A 31.7% 5 year return indicates that long term shareholders have already seen a sizable gain, which can reduce the margin of safety at today’s price.",0,nomatch(0.13)
rss-ac102e1d9a9787e2,negative,negative,earning risk,earnings risk,Consumer Discretionary,Consumer Discretionary,Unmapped,0,"Volkswagen to slash model lineup and shrink capacity — but no word on job cuts
Volkswagen’s management plans to drastically reduce its model lineup and further cut capacity.","Volkswagen to slash model lineup and shrink capacity — but no word on job cuts CNBC Volkswagen Is Cutting Production as Sales in China Plunge The New York Times Skoda Auto says it is not directly impacted by VW overhaul plans Reuters Why Volkswagen's huge workforce became a costly burden DW.com Volkswagen to scrap half of product lineup as China, EV pressures mount Yahoo Finance Volkswagen to slash model lineup and shrink capacity — but no word on job cuts CNBC Volkswagen Is Cutting Production as Sales in China Plunge The New York Times Skoda Auto says it is not directly impacted by VW overhaul plans Reuters Why Volkswagen's huge workforce became a costly burden DW.com Volkswagen to scrap half of product lineup as China, EV pressures mount Yahoo Finance",0,nomatch(0.20)
rss-42f32a2bf2d0a82e,negative,negative,valuation risk,valuation risk,overall,Unmapped,Communication Services,0,"The S&P 500 Looks Pricey at 22x Earnings. On Cash Flow, It’s a Terrifying 32x.",The S&P 500 Looks Pricey at 22x Earnings.,1,containment
rss-9d2feb832da029ba,negative,negative,none,none,None,Unmapped,Technology,0,"I'm a single mom, living in the Hamptons. It's a struggle to pay my $4,000 rent and to keep up with the glamorous lifestyle.",Raising my kids in the Hamptons is financially difficult.,0,nomatch(0.41)
rss-7562a17a8fcba85d,negative,negative,earning risk,earnings risk,Materials,Materials,Materials,1,Freeport-McMoRan (FCX) Is Down 11.0% After Cutting 2026 Output Outlook On Grasberg Delays,"Away from capital returns, the company’s decision to lower its 2026 production outlook due to Grasberg mine delays highlights how operational execution risk can directly influence...",0,nomatch(0.38)
rss-45f9923353971d22,negative,negative,demand risk,demand risk,healthcare,Healthcare,Healthcare,1,"But pulling in the other direction are specific, measured headwinds. Management confirmed that U.S. bariatric procedures “declined approximately 10%,”","If you hold shares in this surgical robotics leader, you are already carrying a sizable two-sided risk, whether you trade options or not.",0,nomatch(0.20)
rss-03eda8d893e7bb08,positive,positive,none,none,real estate,Real Estate,Real Estate,1,"In the past six months, shares of this Zacks Rank #3 (Hold) company have gained 22.1% compared with the industry's growth of 19.4%.","SPG benefits from strong leasing, redevelopment and liquidity, but debt and e-commerce remain key risks.",0,nomatch(0.09)
rss-d7b0cded8c59adaf,positive,positive,none,none,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,1,"There’s also improved signage, more mannequins to show trends and styles, and a new AI shopping assistant.","The value-oriented, family retailer is prioritizing Nike, Levi's, opening prices on private brands, and an overall simpler merchandise presentation.",0,nomatch(0.34)
rss-ededc0ae817a18f6,positive,positive,none,none,Industrials;Utilities;Technology,Industrials;Utilities;Technology,Utilities,1,Invest in These 3 Sales Growth Stocks for Robust Returns,"Flowserve, Micron and Duke Energy combine solid sales growth, strong cash flow, favorable valuations and healthy profitability metrics.",0,nomatch(0.36)
rss-ce56fdaab8865d7c,positive,positive,none,none,Industrials,Industrials,Industrials,1,"AI-Driven Turbine Demand Propels GE Vernova, IBD Stock Of The Day, Toward All-Time High","GE Vernova, IBD's Stock Of The Day, is up 77% so far this year.",0,nomatch(0.55)
rss-1fccf1e8d5e7ce93,neutral,neutral,none,none,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,1,Home Depot is holding a Zacks Rank of #3 (Hold) right now.,"The latest trading day saw Home Depot (HD) settling at $357.9, representing a +2.01% change from its previous close.",0,nomatch(0.29)
rss-19dc6c75ab589311,neutral,neutral,none,none,Consumer Staples,Consumer Staples,Technology,0,Costco emerged as the top grocery choice among higher-income Americans in a new survey,"Wealthy Americans choose one grocery store chain over rivals, survey finds Fox News Wealthy Americans choose one grocery store chain over rivals, survey finds Fox News",0,nomatch(0.21)
rss-136cf38cb30207a7,nagetive,negative,macro risk,macro risk,Healthcare,Healthcare,Healthcare,1,"Over the past 3 years, Pfizer has delivered a total return that is down about 21%, which shows how much sentiment has cooled since its pandemic peak.","Pfizer stock is trading in a range where recent returns have been weak over three years, yet the broader valuation checks still lean cheap and suggest the current share price may not fully reflect the company’s fundamentals.",0,nomatch(0.08)
rss-3afe630b4af527fa,neutral,neutral,,,retail,UNMAPPABLE:retail,Consumer Staples,,,"Both retailers cater to a pressured consumer, but Dollar Tree's operational cleanup and clearer forward path currently present a more compelling case than Walmart's macro-battered giant.",,
rss-1fcb80a64df8e43d,negative,negative,valuation risk,valuation risk,Cryptocurrency,UNMAPPABLE:Cryptocurrency,Unmapped,,"Bitcoin is highly cyclical, trading in four-year cycles of boom and bust. The timing is not Swiss-clock accurate, but Bitcoin typically has three very good years before having one very bad year.",Bitcoin has a long history of bouncing back from extreme market declines.,0,nomatch(0.27)
rss-c1b3ef02498f6e7c,negative,negative,valuation risk,valuation risk,Investment Management,Financials,Communication Services,0,"With 2026 a bit more than half over, Berkshire Hathaway’s B shares are down 1.8% year-to-date and 12.4 percentage points behind the S&P 500?s 10.7% gain.","You can sign up here to receive it every Friday evening in your inbox.) With 2026 a bit more than half over, Berkshire Hathaway's B shares are down 1.8% year-to-date and 12.4 percentage points behind the S&P 500's 10.7% gain.",0,nomatch(0.80)
rss-2be26c7a412423da,positive,positive,,,Real Estate,Real Estate,Real Estate,1,,This represents one of Greater Boston's largest innovation office deals this year.,,
rss-24c19e51b40fdd71,positive,positive,,,Investment Management,Financials,Consumer Staples,0,,"Goldman Sachs has flagged gold as overcrowded, leaving retirees who depend on safe-haven exposure with a real problem to solve.",,
rss-6dc2e66d1b116d09,positive,positive,,,Investment Management,Financials,Consumer Discretionary,0,,Cathie Wood Backs Tesla and SoFi With Fresh Bets After Key Catalysts Cathie Wood Backs Tesla and SoFi With Fresh Bets After Key Catalysts,,
rss-84987b3157bccc53,positive,positive,,,Industrials,Industrials,Industrials,1,,"GE Aerospace releases Q2 2026 results before market open on July 16, and the setup rewards conviction.",,
rss-219ce8460b98febc,neutral,neutral,,,Industrials,Industrials,Unmapped,0,,"Ultra is owned by private equity firm Advent International, and specialises in anti-submarine technology.",,
rss-9e97eb2bf9c21535,neutral,neutral,,,Utilities,Utilities,Utilities,1,,"ET on Tuesday, Aug.",,
rss-13b632ac4ad780a2,positive,positive,,,Investment Management,Financials,Consumer Staples,0,,This is a sparkling choice to buy this month.,,
rss-75d29b06f794388a,negative,negative,valuation risk,valuation risk,Information Technology,Technology,Communication Services,0,"The stock's P/E ratio also sits above 650 and has surged by roughly 50% since the start of the year. It is a historically high valuation for Datadog, and its previous vulnerability to sharp corrections implies another sharp drop is possible.","- Full-year guidance suggests that current growth will moderate closer to last year's levels, which isn't good for the AI growth narrative.",0,nomatch(0.15)
rss-af69d00fe2be2e60,positive,positive,,,Information Technology,Technology,Technology,1,,AMD Powers Higher After Unveiling Gigascale AI Campus Collaboration AMD Powers Higher After Unveiling Gigascale AI Campus Collaboration,,
rss-00d6443f00c063fd,negative,negative,interest rate risk,interest rate risk,Materials,Materials,Financials,0,"The bank has also issued a more bearish outlook for the Japanese yen, citing ongoing fiscal and interest rate pressures in Japan.","The bank has also issued a more bearish outlook for the Japanese yen, citing ongoing fiscal and interest rate pressures in Japan.",1,containment
rss-1ec6a0d232b8a5ca,positive,positive,,,Energy,Energy,Energy,1,,"XOM can continue Permian production with WTI below $70, as prices remain above shut-in levels and output growth plans stay on track.",,
rss-74327a74f945e623,neutral,neutral,,,Real Estate,Real Estate,Real Estate,1,,Agents who reported at least one price cut to active listings dropped dramatically from prior surveys.,,
rss-178a44b399ecff60,positive,positive,,,Materials,Materials,Materials,1,,It also has history on its side.,,
rss-767f4951102e989d,positive,positive,,,Energy,Energy,Energy,1,,"Exxon Mobil Corp (NYSE:XOM, XETRA:XONA) updated its second quarter 2026 earnings considerations after the market close on Tuesday, prompting UBS to slightly lower its earnings estimate while noting stronger quarter-over-quarter performance across the company's major business...",,
rss-af492ba6f8f7ca15,positive,positive,,,Materials,Materials,Materials,1,,"This mining stock has gained more than 42% over the past year, and analysts expect it to keep rising.",,
