article_id,event_id,source,publisher,source_count,title,summary,content,body_text,content_level,rescored,url,published_at,collected_at,time_parse_error,language,tickers,companies,sector,topic,sentiment_score,p_positive,p_neutral,p_negative,sentiment_score_fulltext,p_positive_fulltext,p_neutral_fulltext,p_negative_fulltext,b_bull,b_bear,g_growth,s_shock,k_unc,entropy_norm,optimism,fear,uncertainty,attention,attention_weight,disagreement,disagreement_input,risk_intensity,risk_category,evidence_sentence,model_confidence,relevance_weight,time_weight,source_weight,agg_weight,is_duplicate,dedup_factor,processing_error
demo-03-11,demo-03-11,Demo Sector Brief,Demo Sector Brief,1,Amazon demand risk update 11 shapes Consumer Discretionary sentiment,restaurant traffic held up better than expected. Investors linked the move to demand risk.,Amazon and Tesla were mentioned in demo coverage of Consumer Discretionary. restaurant traffic held up better than expected. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-03-01,2026-06-10T14:00:00+00:00,2026-07-07T00:00:00+00:00,,en,AMZN;TSLA,Amazon;Tesla,Consumer Discretionary,earnings risk,0.438,0.484,0.470,0.046,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.771994,33.9,3.2,72.0,0.0,0.0,0.0,0.438,72.0,earnings risk;demand risk,Analysts said earnings risk should be monitored over the next few weeks.,0.484,1.000,0.000150,1.000,0.000045,True,0.3,
demo-03-12,demo-03-12,Demo Analyst Note,Demo Analyst Note,1,Amazon consumer spending update 1 reshapes Consumer Discretionary sentiment,auto demand concerns weighed on growth expectations. Investors linked the move to valuation risk.,Tesla and Nike were mentioned in demo coverage of Consumer Discretionary. auto demand concerns weighed on growth expectations. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-03-12,2026-06-08T11:00:00+00:00,2026-07-07T00:00:00+00:00,,en,AMZN;NKE;TSLA,Amazon;Nike;Tesla,Consumer Discretionary,consumer spending,-0.335,0.086,0.493,0.421,,,,,0.000000,0.000000,1.000000,0.000000,1.000000,0.841422,16.0,29.5,74.9,0.0,0.0,0.0,-0.335,20.0,valuation risk,Investors linked the move to valuation risk.,0.493,1.000,0.000074,1.000,0.000052,True,0.7,
demo-04-01,demo-04-01,Demo Analyst Note,Demo Analyst Note,1,Walmart defensive demand update 1 shapes Consumer Staples sentiment,essential goods demand remained steady. Investors linked the move to defensive demand.,Walmart and Coca-Cola were mentioned in demo coverage of Consumer Staples. essential goods demand remained steady. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-04-01,2026-06-27T18:00:00+00:00,2026-07-07T00:00:00+00:00,,en,KO;WMT,Coca-Cola;Walmart,Consumer Staples,defensive demand,0.151,0.304,0.542,0.154,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.893750,21.3,10.8,63.5,0.0,0.0,0.0,0.151,0.0,,essential goods demand remained steady.,0.542,1.000,0.045806,1.000,0.045806,False,1.0,
demo-04-02,demo-04-02,Demo Macro Watch,Demo Macro Watch,1,Coca-Cola pricing power update 2 shapes Consumer Staples sentiment,input cost pressure limited margin expansion. Investors linked the move to pricing power.,Coca-Cola and Procter & Gamble were mentioned in demo coverage of Consumer Staples. input cost pressure limited margin expansion. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-04-02,2026-06-25T15:00:00+00:00,2026-07-07T00:00:00+00:00,,en,KO;PG,Coca-Cola;Procter & Gamble,Consumer Staples,margin pressure,0.107,0.281,0.544,0.175,,,,,0.000000,0.000000,1.000000,0.000000,0.500000,0.903519,29.7,12.2,63.9,0.0,0.0,0.0,0.107,72.0,commodity risk;demand risk,input cost pressure limited margin expansion.,0.544,1.000,0.022558,1.000,0.022558,False,1.0,
demo-04-03,demo-04-03,Demo Market Wire,Demo Market Wire,1,Procter & Gamble consumer spending update 3 shapes Consumer Staples sentiment,membership trends supported sales visibility. Investors linked the move to consumer spending.,Procter & Gamble and Costco were mentioned in demo coverage of Consumer Staples. membership trends supported sales visibility. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-04-03,2026-06-23T12:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COST;PG,Costco;Procter & Gamble,Consumer Staples,earnings risk,0.493,0.531,0.431,0.038,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.749598,37.2,2.7,69.7,0.0,0.0,0.0,0.493,30.0,earnings risk,Analysts said earnings risk should be monitored over the next few weeks.,0.531,1.000,0.011109,1.000,0.011109,False,1.0,
demo-04-04,demo-04-04,Demo Finance Daily,Demo Finance Daily,1,Costco margin pressure update 4 shapes Consumer Staples sentiment,pricing actions faced more consumer resistance. Investors linked the move to margin pressure.,Costco and Walmart were mentioned in demo coverage of Consumer Staples. pricing actions faced more consumer resistance. Analysts said commodity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-04-04,2026-06-21T09:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COST;WMT,Costco;Walmart,Consumer Staples,pricing power,-0.208,0.154,0.484,0.362,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.916814,10.8,25.4,61.9,0.0,0.0,0.0,-0.208,72.0,earnings risk;commodity risk,Investors linked the move to margin pressure.,0.484,1.000,0.005471,1.000,0.005471,False,1.0,
demo-04-05,demo-04-05,Demo Sector Brief,Demo Sector Brief,1,Walmart defensive demand update 5 shapes Consumer Staples sentiment,essential goods demand remained steady. Investors linked the move to defensive demand.,Walmart and Coca-Cola were mentioned in demo coverage of Consumer Staples. essential goods demand remained steady. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-04-05,2026-06-19T06:00:00+00:00,2026-07-07T00:00:00+00:00,,en,KO;WMT,Coca-Cola;Walmart,Consumer Staples,defensive demand,0.137,0.294,0.548,0.158,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.892727,20.6,11.0,63.7,0.0,0.0,0.0,0.137,0.0,,essential goods demand remained steady.,0.548,1.000,0.002694,1.000,0.002694,False,1.0,
demo-04-06,demo-04-06,Demo Analyst Note,Demo Analyst Note,1,Coca-Cola pricing power update 6 shapes Consumer Staples sentiment,input cost pressure limited margin expansion. Investors linked the move to pricing power.,Coca-Cola and Procter & Gamble were mentioned in demo coverage of Consumer Staples. input cost pressure limited margin expansion. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-04-06,2026-06-17T03:00:00+00:00,2026-07-07T00:00:00+00:00,,en,KO;PG,Coca-Cola;Procter & Gamble,Consumer Staples,margin pressure,0.128,0.295,0.538,0.167,,,,,0.000000,0.000000,1.000000,0.000000,0.500000,0.903253,30.7,11.7,63.6,0.0,0.0,0.0,0.128,72.0,commodity risk;demand risk,input cost pressure limited margin expansion.,0.538,1.000,0.001327,1.000,0.000929,True,0.7,
demo-04-07,demo-04-07,Demo Macro Watch,Demo Macro Watch,1,Procter & Gamble consumer spending update 7 shapes Consumer Staples sentiment,membership trends supported sales visibility. Investors linked the move to consumer spending.,Procter & Gamble and Costco were mentioned in demo coverage of Consumer Staples. membership trends supported sales visibility. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-04-07,2026-06-16T00:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COST;PG,Costco;Procter & Gamble,Consumer Staples,earnings risk,0.490,0.529,0.432,0.039,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.752363,37.0,2.7,69.8,0.0,0.0,0.0,0.490,30.0,earnings risk,Analysts said earnings risk should be monitored over the next few weeks.,0.529,1.000,0.000912,1.000,0.000638,True,0.7,
demo-04-08,demo-04-08,Demo Market Wire,Demo Market Wire,1,Costco margin pressure update 8 shapes Consumer Staples sentiment,pricing actions faced more consumer resistance. Investors linked the move to margin pressure.,Costco and Walmart were mentioned in demo coverage of Consumer Staples. pricing actions faced more consumer resistance. Analysts said commodity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-04-08,2026-06-13T21:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COST;WMT,Costco;Walmart,Consumer Staples,pricing power,-0.250,0.140,0.470,0.390,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.907558,9.8,27.3,61.0,0.0,0.0,0.0,-0.250,72.0,earnings risk;commodity risk,Investors linked the move to margin pressure.,0.470,1.000,0.000449,1.000,0.000449,False,1.0,
demo-04-09,demo-04-09,Demo Finance Daily,Demo Finance Daily,1,Walmart defensive demand update 9 shapes Consumer Staples sentiment,essential goods demand remained steady. Investors linked the move to defensive demand.,Walmart and Coca-Cola were mentioned in demo coverage of Consumer Staples. essential goods demand remained steady. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-04-09,2026-06-11T18:00:00+00:00,2026-07-07T00:00:00+00:00,,en,KO;WMT,Coca-Cola;Walmart,Consumer Staples,defensive demand,0.127,0.287,0.553,0.160,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.891399,20.1,11.2,63.9,0.0,0.0,0.0,0.127,0.0,,Walmart and Coca-Cola were mentioned in demo coverage of Consumer Staples.,0.553,1.000,0.000221,1.000,0.000221,False,1.0,
demo-04-10,demo-04-10,Demo Sector Brief,Demo Sector Brief,1,Coca-Cola pricing power update 10 shapes Consumer Staples sentiment,input cost pressure limited margin expansion. Investors linked the move to pricing power.,Coca-Cola and Procter & Gamble were mentioned in demo coverage of Consumer Staples. input cost pressure limited margin expansion. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-04-10,2026-06-09T15:00:00+00:00,2026-07-07T00:00:00+00:00,,en,KO;PG,Coca-Cola;Procter & Gamble,Consumer Staples,margin pressure,0.067,0.245,0.577,0.178,,,,,0.000000,0.000000,1.000000,0.000000,0.500000,0.881941,27.1,12.5,64.5,0.0,0.0,0.0,0.067,72.0,commodity risk;demand risk,input cost pressure limited margin expansion.,0.577,1.000,0.000109,1.000,0.000076,True,0.7,
demo-04-11,demo-04-11,Demo Analyst Note,Demo Analyst Note,1,Procter & Gamble consumer spending update 11 shapes Consumer Staples sentiment,membership trends supported sales visibility. Investors linked the move to consumer spending.,Procter & Gamble and Costco were mentioned in demo coverage of Consumer Staples. membership trends supported sales visibility. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-04-01,2026-06-07T12:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COST;PG,Costco;Procter & Gamble,Consumer Staples,earnings risk,0.489,0.529,0.432,0.039,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.752759,37.0,2.8,69.9,0.0,0.0,0.0,0.489,30.0,earnings risk,Analysts said earnings risk should be monitored over the next few weeks.,0.529,1.000,0.000054,1.000,0.000016,True,0.3,
demo-04-12,demo-04-12,Demo Macro Watch,Demo Macro Watch,1,Walmart defensive demand update 1 reshapes Consumer Staples sentiment,pricing actions faced more consumer resistance. Investors linked the move to margin pressure.,Costco and Walmart were mentioned in demo coverage of Consumer Staples. pricing actions faced more consumer resistance. Analysts said commodity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-04-12,2026-07-05T09:00:00+00:00,2026-07-07T00:00:00+00:00,,en,COST;WMT,Costco;Walmart,Consumer Staples,pricing power,-0.173,0.171,0.484,0.345,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.929036,12.0,24.1,62.2,0.0,0.0,0.0,-0.173,51.0,earnings risk;commodity risk,Investors linked the move to margin pressure.,0.484,1.000,0.581778,1.000,0.407244,True,0.7,
demo-05-01,demo-05-01,Demo Macro Watch,Demo Macro Watch,1,JPMorgan credit risk update 1 shapes Financials sentiment,loan loss reserves remained a central investor focus. Investors linked the move to credit risk.,JPMorgan and Bank of America were mentioned in demo coverage of Financials. loan loss reserves remained a central investor focus. Analysts said credit risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-05-01,2026-06-24T16:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BAC;JPM,Bank of America;JPMorgan,Financials,credit risk,0.006,0.095,0.815,0.090,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.552772,6.7,6.3,79.2,0.0,0.0,0.0,0.006,100.0,credit risk,Investors linked the move to credit risk.,0.815,1.000,0.016390,1.000,0.016390,False,1.0,
demo-05-02,demo-05-02,Demo Market Wire,Demo Market Wire,1,Bank of America interest rate uncertainty update 2 shapes Financials sentiment,net interest income expectations stabilized. Investors linked the move to interest rate uncertainty.,Bank of America and Citigroup were mentioned in demo coverage of Financials. net interest income expectations stabilized. Analysts said liquidity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-05-02,2026-06-22T13:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BAC;C,Bank of America;Citigroup,Financials,bank earnings,0.345,0.437,0.471,0.092,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.852228,30.6,6.5,74.4,0.0,0.0,0.0,0.345,80.0,interest rate risk;liquidity risk,net interest income expectations stabilized.,0.471,1.000,0.008071,1.000,0.008071,False,1.0,
demo-05-03,demo-05-03,Demo Finance Daily,Demo Finance Daily,1,Citigroup earnings risk update 3 shapes Financials sentiment,capital market activity showed early improvement. Investors linked the move to earnings risk.,Citigroup and Goldman Sachs were mentioned in demo coverage of Financials. capital market activity showed early improvement. Analysts said interest rate risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-05-03,2026-06-20T10:00:00+00:00,2026-07-07T00:00:00+00:00,,en,C;GS,Citigroup;Goldman Sachs,Financials,interest rate uncertainty,0.461,0.504,0.453,0.043,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.763603,35.3,3.0,71.0,0.0,0.0,0.0,0.461,72.0,interest rate risk;earnings risk,Analysts said interest rate risk should be monitored over the next few weeks.,0.504,1.000,0.003975,1.000,0.003975,False,1.0,
demo-05-04,demo-05-04,Demo Sector Brief,Demo Sector Brief,1,Goldman Sachs liquidity risk update 4 shapes Financials sentiment,credit quality concerns persisted in consumer lending. Investors linked the move to liquidity risk.,Goldman Sachs and JPMorgan were mentioned in demo coverage of Financials. credit quality concerns persisted in consumer lending. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-05-04,2026-06-18T07:00:00+00:00,2026-07-07T00:00:00+00:00,,en,GS;JPM,Goldman Sachs;JPMorgan,Financials,earnings risk,-0.402,0.068,0.462,0.470,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.814355,4.8,32.9,72.9,0.0,0.0,0.0,-0.402,100.0,earnings risk;liquidity risk;credit risk,Analysts said earnings risk should be monitored over the next few weeks.,0.470,1.000,0.001957,1.000,0.001957,False,1.0,
demo-05-05,demo-05-05,Demo Analyst Note,Demo Analyst Note,1,JPMorgan credit risk update 5 shapes Financials sentiment,loan loss reserves remained a central investor focus. Investors linked the move to credit risk.,JPMorgan and Bank of America were mentioned in demo coverage of Financials. loan loss reserves remained a central investor focus. Analysts said credit risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-05-05,2026-06-16T04:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BAC;JPM,Bank of America;JPMorgan,Financials,credit risk,0.008,0.096,0.817,0.088,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.549396,6.7,6.1,79.1,0.0,0.0,0.0,0.008,100.0,credit risk,Investors linked the move to credit risk.,0.817,1.000,0.000964,1.000,0.000964,False,1.0,
demo-05-06,demo-05-06,Demo Macro Watch,Demo Macro Watch,1,Bank of America interest rate uncertainty update 6 shapes Financials sentiment,net interest income expectations stabilized. Investors linked the move to interest rate uncertainty.,Bank of America and Citigroup were mentioned in demo coverage of Financials. net interest income expectations stabilized. Analysts said liquidity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-05-06,2026-06-14T01:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BAC;C,Bank of America;Citigroup,Financials,bank earnings,0.348,0.439,0.470,0.091,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.850710,30.7,6.4,74.3,0.0,0.0,0.0,0.348,80.0,interest rate risk;liquidity risk,net interest income expectations stabilized.,0.470,1.000,0.000475,1.000,0.000332,True,0.7,
demo-05-07,demo-05-07,Demo Market Wire,Demo Market Wire,1,Citigroup earnings risk update 7 shapes Financials sentiment,capital market activity showed early improvement. Investors linked the move to earnings risk.,Citigroup and Goldman Sachs were mentioned in demo coverage of Financials. capital market activity showed early improvement. Analysts said interest rate risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-05-07,2026-06-12T22:00:00+00:00,2026-07-07T00:00:00+00:00,,en,C;GS,Citigroup;Goldman Sachs,Financials,interest rate uncertainty,0.461,0.504,0.453,0.043,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.764297,35.3,3.0,71.1,0.0,0.0,0.0,0.461,72.0,interest rate risk;earnings risk,Analysts said interest rate risk should be monitored over the next few weeks.,0.504,1.000,0.000326,1.000,0.000326,False,1.0,
demo-05-08,demo-05-08,Demo Finance Daily,Demo Finance Daily,1,Goldman Sachs liquidity risk update 8 shapes Financials sentiment,credit quality concerns persisted in consumer lending. Investors linked the move to liquidity risk.,Goldman Sachs and JPMorgan were mentioned in demo coverage of Financials. credit quality concerns persisted in consumer lending. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-05-08,2026-06-10T19:00:00+00:00,2026-07-07T00:00:00+00:00,,en,GS;JPM,Goldman Sachs;JPMorgan,Financials,earnings risk,-0.402,0.068,0.462,0.470,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.814528,4.8,32.9,72.9,0.0,0.0,0.0,-0.402,100.0,earnings risk;liquidity risk;credit risk,Analysts said earnings risk should be monitored over the next few weeks.,0.470,1.000,0.000161,1.000,0.000112,True,0.7,
demo-05-09,demo-05-09,Demo Sector Brief,Demo Sector Brief,1,JPMorgan credit risk update 9 shapes Financials sentiment,loan loss reserves remained a central investor focus. Investors linked the move to credit risk.,JPMorgan and Bank of America were mentioned in demo coverage of Financials. loan loss reserves remained a central investor focus. Analysts said credit risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-05-09,2026-06-08T16:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BAC;JPM,Bank of America;JPMorgan,Financials,credit risk,0.001,0.095,0.810,0.095,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.562315,6.7,6.6,79.3,0.0,0.0,0.0,0.001,100.0,credit risk,loan loss reserves remained a central investor focus.,0.810,1.000,0.000079,1.000,0.000079,False,1.0,
demo-05-10,demo-05-10,Demo Analyst Note,Demo Analyst Note,1,Bank of America interest rate uncertainty update 10 shapes Financials sentiment,net interest income expectations stabilized. Investors linked the move to interest rate uncertainty.,Bank of America and Citigroup were mentioned in demo coverage of Financials. net interest income expectations stabilized. Analysts said liquidity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-05-10,2026-07-06T13:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BAC;C,Bank of America;Citigroup,Financials,bank earnings,0.338,0.433,0.472,0.095,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.855780,30.3,6.6,74.6,0.0,0.0,0.0,0.338,80.0,interest rate risk;liquidity risk,net interest income expectations stabilized.,0.472,1.000,0.858320,1.000,0.600824,True,0.7,
demo-05-11,demo-05-11,Demo Macro Watch,Demo Macro Watch,1,Citigroup earnings risk update 11 shapes Financials sentiment,capital market activity showed early improvement. Investors linked the move to earnings risk.,Citigroup and Goldman Sachs were mentioned in demo coverage of Financials. capital market activity showed early improvement. Analysts said interest rate risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-05-01,2026-07-04T10:00:00+00:00,2026-07-07T00:00:00+00:00,,en,C;GS,Citigroup;Goldman Sachs,Financials,interest rate uncertainty,0.459,0.503,0.453,0.044,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.765701,35.2,3.1,71.1,0.0,0.0,0.0,0.459,72.0,interest rate risk;earnings risk,Analysts said interest rate risk should be monitored over the next few weeks.,0.503,1.000,0.422692,1.000,0.126808,True,0.3,
demo-05-12,demo-05-12,Demo Market Wire,Demo Market Wire,1,JPMorgan credit risk update 1 reshapes Financials sentiment,credit quality concerns persisted in consumer lending. Investors linked the move to liquidity risk.,Goldman Sachs and JPMorgan were mentioned in demo coverage of Financials. credit quality concerns persisted in consumer lending. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-05-12,2026-07-02T07:00:00+00:00,2026-07-07T00:00:00+00:00,,en,GS;JPM,Goldman Sachs;JPMorgan,Financials,credit risk,-0.390,0.072,0.465,0.463,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.821447,5.1,32.4,73.2,0.0,0.0,0.0,-0.390,100.0,earnings risk;liquidity risk;credit risk,Analysts said earnings risk should be monitored over the next few weeks.,0.465,1.000,0.208161,1.000,0.145713,True,0.7,
demo-06-01,demo-06-01,Demo Market Wire,Demo Market Wire,1,Pfizer healthcare regulation update 1 shapes Healthcare sentiment,pipeline updates improved confidence in future revenue. Investors linked the move to healthcare regulation.,Pfizer and Johnson & Johnson were mentioned in demo coverage of Healthcare. pipeline updates improved confidence in future revenue. Analysts said regulatory risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-06-01,2026-06-21T14:00:00+00:00,2026-07-07T00:00:00+00:00,,en,JNJ;PFE,Johnson & Johnson;Pfizer,Healthcare,drug pipeline,0.410,0.438,0.534,0.028,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.725514,30.7,2.0,58.1,0.0,0.0,0.0,0.410,80.0,regulatory risk,pipeline updates improved confidence in future revenue.,0.534,1.000,0.005864,1.000,0.005864,False,1.0,
demo-06-02,demo-06-02,Demo Finance Daily,Demo Finance Daily,1,Johnson & Johnson drug pipeline update 2 shapes Healthcare sentiment,drug pricing rules created uncertainty for margins. Investors linked the move to drug pipeline.,Johnson & Johnson and Merck were mentioned in demo coverage of Healthcare. drug pricing rules created uncertainty for margins. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-06-02,2026-06-19T11:00:00+00:00,2026-07-07T00:00:00+00:00,,en,JNJ;MRK,Johnson & Johnson;Merck,Healthcare,earnings risk,-0.351,0.077,0.494,0.429,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.827873,5.4,30.0,74.6,0.0,0.0,0.0,-0.351,86.0,regulatory risk;earnings risk,drug pricing rules created uncertainty for margins.,0.494,1.000,0.002888,1.000,0.002888,False,1.0,
demo-06-03,demo-06-03,Demo Sector Brief,Demo Sector Brief,1,Merck earnings risk update 3 shapes Healthcare sentiment,managed care utilization trends were mixed. Investors linked the move to earnings risk.,Merck and UnitedHealth were mentioned in demo coverage of Healthcare. managed care utilization trends were mixed. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-06-03,2026-06-17T08:00:00+00:00,2026-07-07T00:00:00+00:00,,en,MRK;UNH,Merck;UnitedHealth,Healthcare,earnings risk,-0.351,0.095,0.460,0.445,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.856030,6.6,31.2,74.1,0.0,0.0,0.0,-0.351,72.0,earnings risk;demand risk,managed care utilization trends were mixed.,0.460,1.000,0.001422,1.000,0.001422,False,1.0,
demo-06-04,demo-06-04,Demo Analyst Note,Demo Analyst Note,1,UnitedHealth policy uncertainty update 4 shapes Healthcare sentiment,clinical trial progress supported sentiment. Investors linked the move to policy uncertainty.,UnitedHealth and Pfizer were mentioned in demo coverage of Healthcare. clinical trial progress supported sentiment. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-06-04,2026-06-15T05:00:00+00:00,2026-07-07T00:00:00+00:00,,en,PFE;UNH,Pfizer;UnitedHealth,Healthcare,drug pipeline,0.376,0.459,0.457,0.084,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.839716,32.1,5.8,73.5,0.0,0.0,0.0,0.376,0.0,,clinical trial progress supported sentiment.,0.459,1.000,0.000700,1.000,0.000700,False,1.0,
demo-06-05,demo-06-05,Demo Macro Watch,Demo Macro Watch,1,Pfizer healthcare regulation update 5 shapes Healthcare sentiment,pipeline updates improved confidence in future revenue. Investors linked the move to healthcare regulation.,Pfizer and Johnson & Johnson were mentioned in demo coverage of Healthcare. pipeline updates improved confidence in future revenue. Analysts said regulatory risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-06-05,2026-06-13T02:00:00+00:00,2026-07-07T00:00:00+00:00,,en,JNJ;PFE,Johnson & Johnson;Pfizer,Healthcare,drug pipeline,0.410,0.438,0.534,0.028,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.725246,30.7,2.0,58.1,0.0,0.0,0.0,0.410,80.0,regulatory risk,pipeline updates improved confidence in future revenue.,0.534,1.000,0.000345,1.000,0.000345,False,1.0,
demo-06-06,demo-06-06,Demo Market Wire,Demo Market Wire,1,Johnson & Johnson drug pipeline update 6 shapes Healthcare sentiment,drug pricing rules created uncertainty for margins. Investors linked the move to drug pipeline.,Johnson & Johnson and Merck were mentioned in demo coverage of Healthcare. drug pricing rules created uncertainty for margins. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-06-06,2026-06-11T23:00:00+00:00,2026-07-07T00:00:00+00:00,,en,JNJ;MRK,Johnson & Johnson;Merck,Healthcare,earnings risk,-0.351,0.078,0.494,0.428,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.828131,5.4,30.0,74.6,0.0,0.0,0.0,-0.351,86.0,regulatory risk;earnings risk,drug pricing rules created uncertainty for margins.,0.494,1.000,0.000237,1.000,0.000166,True,0.7,
demo-06-07,demo-06-07,Demo Finance Daily,Demo Finance Daily,1,Merck earnings risk update 7 shapes Healthcare sentiment,managed care utilization trends were mixed. Investors linked the move to earnings risk.,Merck and UnitedHealth were mentioned in demo coverage of Healthcare. managed care utilization trends were mixed. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-06-07,2026-06-09T20:00:00+00:00,2026-07-07T00:00:00+00:00,,en,MRK;UNH,Merck;UnitedHealth,Healthcare,earnings risk,-0.350,0.095,0.460,0.445,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.856297,6.6,31.1,74.1,0.0,0.0,0.0,-0.350,72.0,earnings risk;demand risk,managed care utilization trends were mixed.,0.460,1.000,0.000117,1.000,0.000117,False,1.0,
demo-06-08,demo-06-08,Demo Sector Brief,Demo Sector Brief,1,UnitedHealth policy uncertainty update 8 shapes Healthcare sentiment,clinical trial progress supported sentiment. Investors linked the move to policy uncertainty.,UnitedHealth and Pfizer were mentioned in demo coverage of Healthcare. clinical trial progress supported sentiment. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-06-08,2026-06-07T17:00:00+00:00,2026-07-07T00:00:00+00:00,,en,PFE;UNH,Pfizer;UnitedHealth,Healthcare,drug pipeline,0.369,0.455,0.459,0.086,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.843548,31.8,6.0,73.7,0.0,0.0,0.0,0.369,0.0,,clinical trial progress supported sentiment.,0.459,1.000,0.000057,1.000,0.000057,False,1.0,
demo-06-09,demo-06-09,Demo Analyst Note,Demo Analyst Note,1,Pfizer healthcare regulation update 9 shapes Healthcare sentiment,pipeline updates improved confidence in future revenue. Investors linked the move to healthcare regulation.,Pfizer and Johnson & Johnson were mentioned in demo coverage of Healthcare. pipeline updates improved confidence in future revenue. Analysts said regulatory risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-06-09,2026-07-05T14:00:00+00:00,2026-07-07T00:00:00+00:00,,en,JNJ;PFE,Johnson & Johnson;Pfizer,Healthcare,drug pipeline,0.410,0.438,0.534,0.028,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.725707,30.7,2.0,58.1,0.0,0.0,0.0,0.410,80.0,regulatory risk,pipeline updates improved confidence in future revenue.,0.534,1.000,0.623615,1.000,0.623615,False,1.0,
