article_id,event_id,source,publisher,source_count,title,summary,content,body_text,content_level,rescored,url,published_at,collected_at,time_parse_error,language,tickers,companies,sector,topic,sentiment_score,p_positive,p_neutral,p_negative,b_bull,b_bear,g_growth,s_shock,k_unc,entropy_norm,optimism,fear,uncertainty,attention,attention_weight,disagreement,disagreement_input,risk_intensity,risk_category,evidence_sentence,model_confidence,relevance_weight,time_weight,source_weight,agg_weight,is_duplicate,dedup_factor,processing_error
rss-8d5fdf2fa5cfb606,rss-8d5fdf2fa5cfb606,Yahoo Finance RSS,Yahoo Finance RSS,1,Johnson & Johnson (JNJ) Is One Of Jim Cramer’s Top Performing 2026 Stocks,We recently published Jim Cramer’s Biggest Winners to Buy: Top 20 AI & Other Stocks He Got Right in 2026. Johnson & Johnson (NYSE:JNJ) is one of the stocks discussed by Jim Cramer. Healthcare giant Johnson & Johnson (NYSE:JNJ)’s shares are up by 68% over the past year and by 26% year-to-date. The firm reported […],We recently published Jim Cramer’s Biggest Winners to Buy: Top 20 AI & Other Stocks He Got Right in 2026. Johnson & Johnson (NYSE:JNJ) is one of the stocks discussed by Jim Cramer. Healthcare giant Johnson & Johnson (NYSE:JNJ)’s shares are up by 68% over the past year and by 26% year-to-date. The firm reported […],,summary,False,https://finance.yahoo.com/markets/stocks/articles/johnson-johnson-jnj-one-jim-111255929.html?.tsrc=rss,2026-07-05T11:12:55+00:00,2026-07-06T19:27:17+00:00,,en,JNJ,Johnson & Johnson,Healthcare,general market sentiment,0.307,0.337,0.633,0.030,0.000000,0.000000,0.000000,0.000000,0.000000,0.692189,23.6,2.1,46.1,0.0,0.0,0.0,0.307,0.0,,Healthcare giant Johnson & Johnson (NYSE:JNJ)’s shares are up by 68% over the past year and by 26% year-to-date.,0.633,1.000,0.639052,0.900,0.575147,False,1.0,
rss-fae70c634045b287,rss-fae70c634045b287,Yahoo Finance RSS,Yahoo Finance RSS,1,Dividend King vs. Growth Giant: Johnson & Johnson Takes on Eli Lilly,"Eli Lilly (NYSE:LLY) and Johnson & Johnson (NYSE:JNJ) just reported Q1 2026 results that read like two different playbooks for winning in healthcare. Lilly is riding a GLP-1 wave. JNJ is proving that a wide, refreshed portfolio can still compound. Both raised guidance and both are worth putting side by side right now. GLP-1 Fireworks ... Dividend King vs. Growth Giant: Johnson & Johnson Takes on Eli Lilly","Eli Lilly (NYSE:LLY) and Johnson & Johnson (NYSE:JNJ) just reported Q1 2026 results that read like two different playbooks for winning in healthcare. Lilly is riding a GLP-1 wave. JNJ is proving that a wide, refreshed portfolio can still compound. Both raised guidance and both are worth putting side by side right now. GLP-1 Fireworks ... Dividend King vs. Growth Giant: Johnson & Johnson Takes on Eli Lilly",,summary,False,https://247wallst.com/investing/2026/07/04/dividend-king-vs-growth-giant-johnson-johnson-takes-on-eli-lilly/?.tsrc=rss,2026-07-04T18:00:27+00:00,2026-07-06T19:27:17+00:00,,en,JNJ,Johnson & Johnson,Healthcare,dividend,0.283,0.307,0.669,0.024,0.000000,0.000000,1.000000,0.000000,0.000000,0.656732,31.5,1.7,46.5,0.0,0.0,0.0,0.283,20.0,earnings risk,Both raised guidance and both are worth putting side by side right now.,0.669,1.000,0.503200,0.900,0.452880,False,1.0,
rss-9825f695f6642a28,rss-9825f695f6642a28,Yahoo Finance RSS,Yahoo Finance RSS,1,"What A $750,000 Dividend Portfolio Actually Pays After Taxes, Medicare Premiums, And Reality","A $750,000 portfolio at a 5% yield produces $37,500 a year. That is the number most dividend investors repeat. It is also the number they never actually deposit, because the IRS, Medicare, and the state they retired to all get paid first. Here is the gross math at four common yield levels on a $750,000 ... What A $750,000 Dividend Portfolio Actually Pays After Taxes, Medicare Premiums, And Reality","A $750,000 portfolio at a 5% yield produces $37,500 a year. That is the number most dividend investors repeat. It is also the number they never actually deposit, because the IRS, Medicare, and the state they retired to all get paid first. Here is the gross math at four common yield levels on a $750,000 ... What A $750,000 Dividend Portfolio Actually Pays After Taxes, Medicare Premiums, And Reality",,summary,False,https://247wallst.com/personal-finance/2026/07/04/what-a-750000-dividend-portfolio-actually-pays-after-taxes-medicare-premiums-and-reality/?.tsrc=rss,2026-07-04T17:09:51+00:00,2026-07-06T19:27:17+00:00,,en,JNJ;NEE;O,Johnson & Johnson;NextEra Energy;Realty Income,Healthcare,dividend,-0.059,0.030,0.881,0.089,0.000000,0.000000,0.000000,0.000000,0.000000,0.392330,2.1,6.2,47.0,0.0,0.0,0.0,-0.059,60.0,interest rate risk,"A $750,000 portfolio at a 5% yield produces $37,500 a year.",0.881,1.000,0.497341,0.900,0.447607,False,1.0,
rss-dfd471bb340c23e8,rss-dfd471bb340c23e8,Yahoo Finance RSS,Yahoo Finance RSS,1,Merck (MRK) Wins New KEYTRUDA Approvals As Tulisokibart Clears A Phase 3 Test,"Merck (NYSE:MRK) reported positive Phase 3 results for tulisokibart, an anti-TL1A monoclonal antibody in moderate-to-severe ulcerative colitis. The company announced new FDA approvals for KEYTRUDA-based regimens in triple-negative breast cancer and muscle-invasive bladder cancer. Regulatory authorities in the EU also cleared additional KEYTRUDA combinations in early-stage oncology settings. For investors tracking NYSE:MRK, these updates sit at the core of what drives long term value for a...","Merck (NYSE:MRK) reported positive Phase 3 results for tulisokibart, an anti-TL1A monoclonal antibody in moderate-to-severe ulcerative colitis. The company announced new FDA approvals for KEYTRUDA-based regimens in triple-negative breast cancer and muscle-invasive bladder cancer. Regulatory authorities in the EU also cleared additional KEYTRUDA combinations in early-stage oncology settings. For investors tracking NYSE:MRK, these updates sit at the core of what drives long term value for a...",,summary,False,https://finance.yahoo.com/healthcare/articles/merck-mrk-wins-keytruda-approvals-230945243.html?.tsrc=rss,2026-07-04T23:09:45+00:00,2026-07-06T19:27:17+00:00,,en,MRK,Merck,Healthcare,drug approval,0.613,0.630,0.353,0.017,0.000000,0.000000,0.000000,0.000000,0.000000,0.662989,44.1,1.2,34.0,0.0,0.0,0.0,0.613,48.0,regulatory risk,Regulatory authorities in the EU also cleared additional KEYTRUDA combinations in early-stage oncology settings.,0.630,1.000,0.540549,0.900,0.486494,False,1.0,
rss-b536d02abf1960fe,rss-b536d02abf1960fe,Yahoo Finance RSS,Yahoo Finance RSS,1,Moderna vs. Recursion: Which Cutting-Edge Pharma Stock Is a Better Buy in 2026?,"Moderna expands beyond vaccines while Recursion bets on AI-driven drug discovery, each with distinct risks, partnerships, and financial profiles.","Moderna expands beyond vaccines while Recursion bets on AI-driven drug discovery, each with distinct risks, partnerships, and financial profiles.",,summary,False,https://www.fool.com/coverage/better-buy/2026/07/03/moderna-vs-recursion-which-cutting-edge-pharma-stock-is-a-better-buy-in-2026/?.tsrc=rss,2026-07-03T15:34:15+00:00,2026-07-06T19:27:17+00:00,,en,MRK,Merck,Healthcare,general market sentiment,0.090,0.110,0.869,0.021,0.000000,0.000000,0.000000,0.000000,1.000000,0.405714,7.7,1.5,76.9,0.0,0.0,0.0,0.090,0.0,,"Moderna expands beyond vaccines while Recursion bets on AI-driven drug discovery, each with distinct risks, partnerships, and financial profiles.",0.869,1.000,0.348561,0.900,0.313705,False,1.0,
rss-927f22e3a33fa7a8,rss-927f22e3a33fa7a8,Yahoo Finance RSS,Yahoo Finance RSS,1,MRNA Stock on the Move: What Sparked the 33.5% Jump in the Past Week?,"Moderna surges 33.5% after the company outlines plans to expand its mRNA platform beyond vaccines into oncology, autoimmune diseases and cell therapies.","Moderna surges 33.5% after the company outlines plans to expand its mRNA platform beyond vaccines into oncology, autoimmune diseases and cell therapies.",,summary,False,https://finance.yahoo.com/markets/stocks/articles/mrna-stock-move-sparked-33-153200195.html?.tsrc=rss,2026-07-03T15:32:00+00:00,2026-07-06T19:27:17+00:00,,en,MRK,Merck,Healthcare,general market sentiment,0.625,0.667,0.292,0.042,0.000000,0.000000,0.000000,0.000000,0.000000,0.694299,46.7,2.9,32.5,0.0,0.0,0.0,0.625,0.0,,"Moderna surges 33.5% after the company outlines plans to expand its mRNA platform beyond vaccines into oncology, autoimmune diseases and cell therapies.",0.667,1.000,0.348379,0.900,0.313541,False,1.0,
rss-b4282a1dfd6d0df5,rss-b4282a1dfd6d0df5,Yahoo Finance RSS,Yahoo Finance RSS,1,"[Latest] Global Antidiabetic Drugs Market Size/Share Worth USD 309.84 Billion by 2035 at a 11.62% CAGR: Healthcare Foresights (Analysis, Outlook, Leaders, Report, Trends, Forecast, Segmentation, Growth Rate, Value, SWOT Analysis)","[220+ Pages Latest Report] According to a market research study published by Healthcare Foresights, the demand analysis of Global Antidiabetic Drugs Market size & share revenue was valued at approximately USD 103.21 Billion in 2025 and is expected to reach USD 115.02 Billion in 2026 and is expected to reach around USD 309.84 Billion by 2035, at a CAGR of 11.62% between 2026 and 2035. The key market players listed in the report with their sales, revenues and strategies are Eli Lilly and Company,","[220+ Pages Latest Report] According to a market research study published by Healthcare Foresights, the demand analysis of Global Antidiabetic Drugs Market size & share revenue was valued at approximately USD 103.21 Billion in 2025 and is expected to reach USD 115.02 Billion in 2026 and is expected to reach around USD 309.84 Billion by 2035, at a CAGR of 11.62% between 2026 and 2035. The key market players listed in the report with their sales, revenues and strategies are Eli Lilly and Company,",,summary,False,https://finance.yahoo.com/healthcare/articles/latest-global-antidiabetic-drugs-market-083000491.html?.tsrc=rss,2026-07-03T08:30:00+00:00,2026-07-06T19:27:17+00:00,,en,MRK,Merck,Healthcare,earnings risk,0.141,0.153,0.834,0.012,0.000000,0.000000,1.000000,0.000000,1.000000,0.448065,20.7,0.9,76.8,0.0,0.0,0.0,0.141,0.0,,"[220+ Pages Latest Report] According to a market research study published by Healthcare Foresights, the demand analysis of Global Antidiabetic Drugs Market size & share revenue was valued at approximately USD 103.21 Billion in 2025 and is expected to reach USD 115.02 Billion in 2026 and is expected to reach around USD 309.84 Billion by 2035, at a CAGR of 11.62% between 2026 and 2035.",0.834,1.000,0.315957,0.900,0.284361,False,1.0,
rss-fd38549425e522a6,rss-fd38549425e522a6,Yahoo Finance RSS,Yahoo Finance RSS,1,Sector Update: Healthcare Stocks Gain Late Afternoon,"Healthcare stocks were higher late Thursday afternoon, with the NYSE Healthcare Index and the State","Healthcare stocks were higher late Thursday afternoon, with the NYSE Healthcare Index and the State",,summary,False,https://finance.yahoo.com/healthcare/articles/sector-healthcare-stocks-gain-afternoon-193434044.html?.tsrc=rss,2026-07-02T19:34:34+00:00,2026-07-06T19:27:17+00:00,,en,MRK,Merck,Healthcare,general market sentiment,0.916,0.942,0.031,0.026,0.000000,0.000000,0.000000,0.000000,0.000000,0.237461,66.0,1.8,8.4,0.0,0.0,0.0,0.916,0.0,,"Healthcare stocks were higher late Thursday afternoon, with the NYSE Healthcare Index and the State Healthcare stocks were higher late Thursday afternoon, with the NYSE Healthcare Index and the State",0.942,1.000,0.264042,0.900,0.237638,False,1.0,
rss-79f0b4541697408e,rss-79f0b4541697408e,Yahoo Finance RSS,Yahoo Finance RSS,1,"Merck Stock, JPMorgan And Two Others Hit New Highs",Merck stock is in a buy zone after hitting a new high. Fellow Dow stock JPMorgan Chase and Amphenol are both trading around entry points.,Merck stock is in a buy zone after hitting a new high. Fellow Dow stock JPMorgan Chase and Amphenol are both trading around entry points.,,summary,False,https://finance.yahoo.com/m/8f54e43f-fa4e-3a81-9d3c-ae3b09b7f327/merck-stock%2C-jpmorgan-and-two.html?.tsrc=rss,2026-07-02T18:04:38+00:00,2026-07-06T19:27:17+00:00,,en,DOW;JPM;MRK,Dow;JPMorgan;Merck,Financials,general market sentiment,0.583,0.605,0.373,0.022,0.000000,0.000000,1.000000,0.000000,0.000000,0.688144,52.3,1.5,35.6,0.0,0.0,0.0,0.583,0.0,,Merck stock is in a buy zone after hitting a new high.,0.605,1.000,0.258602,0.900,0.232742,False,1.0,
rss-445afb1b279ee492,rss-fd38549425e522a6,Yahoo Finance RSS,Yahoo Finance RSS,1,Sector Update: Healthcare Stocks Gain Thursday Afternoon,"Healthcare stocks were higher Thursday afternoon, with the NYSE Healthcare Index rising 2% and the S","Healthcare stocks were higher Thursday afternoon, with the NYSE Healthcare Index rising 2% and the S",,summary,False,https://finance.yahoo.com/healthcare/articles/sector-healthcare-stocks-gain-thursday-174247649.html?.tsrc=rss,2026-07-02T17:42:47+00:00,2026-07-06T19:27:17+00:00,,en,MRK,Merck,Healthcare,general market sentiment,0.925,0.950,0.025,0.025,0.000000,0.000000,0.000000,0.000000,0.000000,0.211527,66.5,1.7,7.3,0.0,0.0,0.0,0.925,0.0,,"Healthcare stocks were higher Thursday afternoon, with the NYSE Healthcare Index rising 2% and the S Healthcare stocks were higher Thursday afternoon, with the NYSE Healthcare Index rising 2% and the S",0.950,1.000,0.257297,0.900,0.162097,True,0.7,
rss-0ad53c13230e3d91,rss-0ad53c13230e3d91,Yahoo Finance RSS,Yahoo Finance RSS,1,"MRK, NEUP Stocks Drop As Merck Scraps Another Alzheimer’s Drug Trial Under Neuphoria Partnership",Merck cited business reasons for the discontinuation of the investigational drug.,Merck cited business reasons for the discontinuation of the investigational drug.,,summary,False,https://stocktwits.com/news-articles/markets/equity/mrk-neup-stocks-drop-as-merck-scraps-another-alzheimers-drug-under-neuphoria-partnership/cZm3ANLR711?.tsrc=rss,2026-07-01T22:01:44+00:00,2026-07-06T19:27:17+00:00,,en,MRK,Merck,Healthcare,general market sentiment,-0.857,0.012,0.118,0.870,0.000000,0.000000,0.000000,0.000000,0.000000,0.389146,0.9,60.9,16.4,0.0,0.0,0.0,-0.857,0.0,,Merck cited business reasons for the discontinuation of the investigational drug.,0.870,1.000,0.195751,0.900,0.176176,False,1.0,
rss-a263d06838728bce,rss-a263d06838728bce,Yahoo Finance RSS,Yahoo Finance RSS,1,Bristol Myers Squibb vs. Johnson & Johnson: Which Healthcare Stock Is a Better Buy in 2026?,"Bristol Myers Squibb trades at a deep discount, while Johnson & Johnson boasts higher margins and a broader reach. How do their financials and risks stack up?","Bristol Myers Squibb trades at a deep discount, while Johnson & Johnson boasts higher margins and a broader reach. How do their financials and risks stack up?",,summary,False,https://www.fool.com/coverage/better-buy/2026/07/01/bristol-myers-squibb-vs-johnson-johnson-which-healthcare-stock-is-a-better-buy-in-2026/?.tsrc=rss,2026-07-01T11:50:01+00:00,2026-07-06T19:27:17+00:00,,en,JNJ;MRK,Johnson & Johnson;Merck,Healthcare,earnings risk,0.195,0.268,0.659,0.073,0.000000,0.000000,0.000000,0.000000,0.750000,0.745903,18.8,5.1,71.2,0.0,0.0,0.0,0.195,0.0,,"Bristol Myers Squibb trades at a deep discount, while Johnson & Johnson boasts higher margins and a broader reach.",0.659,1.000,0.169905,0.900,0.152915,False,1.0,
rss-a33ac7fab9194e8f,rss-a33ac7fab9194e8f,Yahoo Finance RSS,Yahoo Finance RSS,1,Merck to Hold Second-Quarter 2026 Sales and Earnings Conference Call Aug. 4,"RAHWAY, N.J., July 01, 2026--Merck to Hold Second-Quarter 2026 Sales and Earnings Conference Call Aug. 4","RAHWAY, N.J., July 01, 2026--Merck to Hold Second-Quarter 2026 Sales and Earnings Conference Call Aug. 4",,summary,False,https://finance.yahoo.com/healthcare/articles/merck-hold-second-quarter-2026-104500240.html?.tsrc=rss,2026-07-01T10:45:00+00:00,2026-07-06T19:27:17+00:00,,en,MRK,Merck,Healthcare,general market sentiment,-0.020,0.035,0.909,0.056,0.000000,0.000000,0.000000,0.000000,0.000000,0.333443,2.5,3.9,46.4,0.0,0.0,0.0,-0.020,0.0,,Merck to Hold Second-Quarter 2026 Sales and Earnings Conference Call Aug.,0.909,1.000,0.167367,0.900,0.150630,False,1.0,
rss-62eb75896f60e374,rss-62eb75896f60e374,Yahoo Finance RSS,Yahoo Finance RSS,1,AAHRPP Accredits Five More Research Entities,"The Association for the Accreditation of Human Research Protection Programs has awarded full accreditation to five more entities, including the U.S. health professions academy and one of the world's leading pharmaceutical companies. The newly accredited entities are:","The Association for the Accreditation of Human Research Protection Programs has awarded full accreditation to five more entities, including the U.S. health professions academy and one of the world's leading pharmaceutical companies. The newly accredited entities are:",,summary,False,https://finance.yahoo.com/healthcare/articles/aahrpp-accredits-five-more-research-031000743.html?.tsrc=rss,2026-07-01T03:10:00+00:00,2026-07-06T19:27:17+00:00,,en,MRK,Merck,Healthcare,general market sentiment,0.447,0.457,0.532,0.011,0.000000,0.000000,0.000000,0.000000,0.000000,0.675069,32.0,0.7,41.5,0.0,0.0,0.0,0.447,0.0,,"The newly accredited entities are: The Association for the Accreditation of Human Research Protection Programs has awarded full accreditation to five more entities, including the U.S.",0.532,1.000,0.150636,0.900,0.135572,False,1.0,
rss-b3772f95344cb39c,rss-b3772f95344cb39c,Yahoo Finance RSS,Yahoo Finance RSS,1,Sector Update: Healthcare Stocks Softer Late Afternoon,"Healthcare stocks were lower late Tuesday afternoon, with the NYSE Healthcare Index decreasing 0.9%","Healthcare stocks were lower late Tuesday afternoon, with the NYSE Healthcare Index decreasing 0.9%",,summary,False,https://finance.yahoo.com/healthcare/articles/sector-healthcare-stocks-softer-afternoon-194140967.html?.tsrc=rss,2026-06-30T19:41:40+00:00,2026-07-06T19:27:17+00:00,,en,MRK,Merck,Healthcare,general market sentiment,-0.962,0.010,0.017,0.973,0.000000,0.000000,0.000000,0.000000,0.000000,0.130661,0.7,68.1,4.6,0.0,0.0,0.0,-0.962,0.0,,"Healthcare stocks were lower late Tuesday afternoon, with the NYSE Healthcare Index decreasing 0.9% Healthcare stocks were lower late Tuesday afternoon, with the NYSE Healthcare Index decreasing 0.9%",0.973,1.000,0.135787,0.900,0.122208,False,1.0,
rss-f1a644324dc62d72,rss-f1a644324dc62d72,Yahoo Finance RSS,Yahoo Finance RSS,1,Merck (MRK) Faces U.S. Security Probe Over China Clinical Trials,"U.S. lawmakers have opened national security investigations into Merck's clinical trial activities in China. The probes focus on trials conducted in politically sensitive regions, including Xinjiang, and at hospitals linked to the Chinese military. Key concerns include intellectual property protection, ethical oversight, and the handling of sensitive biotechnology data. Merck, listed as NYSE:MRK, is a large global pharmaceutical company with a heavy focus on prescription medicines,...","U.S. lawmakers have opened national security investigations into Merck's clinical trial activities in China. The probes focus on trials conducted in politically sensitive regions, including Xinjiang, and at hospitals linked to the Chinese military. Key concerns include intellectual property protection, ethical oversight, and the handling of sensitive biotechnology data. Merck, listed as NYSE:MRK, is a large global pharmaceutical company with a heavy focus on prescription medicines,...",,summary,False,https://finance.yahoo.com/healthcare/articles/merck-mrk-faces-u-security-170637000.html?.tsrc=rss,2026-06-30T17:06:37+00:00,2026-07-06T19:27:17+00:00,,en,MRK,Merck,Healthcare,drug pipeline,-0.267,0.057,0.619,0.324,0.000000,0.000000,0.000000,0.000000,0.000000,0.751556,4.0,22.7,47.3,0.0,0.0,0.0,-0.267,0.0,,Merck (MRK) Faces U.S.,0.619,1.000,0.131000,0.900,0.117900,False,1.0,
rss-56c06a1aca3fff64,rss-cd9f48e7aabac06e,Yahoo Finance RSS,Yahoo Finance RSS,1,"Merck, AbbVie probed by US lawmakers over China clinical trials: report","A bipartisan group of United States lawmakers has opened national security investigations into whether five major pharmaceutical companies, including Merck and AbbVie, were involved in clinical trials conducted in China that may have supported the country’s military capabilities, according to a...","A bipartisan group of United States lawmakers has opened national security investigations into whether five major pharmaceutical companies, including Merck and AbbVie, were involved in clinical trials conducted in China that may have supported the country’s military capabilities, according to a...",,summary,False,https://www.proactiveinvestors.com/companies/news/1094734/merck-abbvie-probed-by-us-lawmakers-over-china-clinical-trials-report-1094734.html?.tsrc=rss,2026-06-30T16:19:00+00:00,2026-07-06T19:27:17+00:00,,en,MRK,Merck,Healthcare,drug pipeline,-0.369,0.118,0.395,0.487,0.000000,0.000000,0.000000,0.000000,1.000000,0.882412,8.3,34.1,72.3,0.0,0.0,0.0,-0.369,0.0,,"A bipartisan group of United States lawmakers has opened national security investigations into whether five major pharmaceutical companies, including Merck and AbbVie, were involved in clinical trials conducted in China that may have supported the country’s military capabilities, according to a...",0.487,1.000,0.129564,0.900,0.116608,False,1.0,
rss-8ed7b06108e90001,rss-8ed7b06108e90001,Yahoo Finance RSS,Yahoo Finance RSS,1,Can Centene's Fraud Prevention Strategy Support Margin Recovery?,"CNC expands AI-driven fraud prevention and payment integrity to improve Medicaid margins, boost cost controls and support long-term earnings growth.","CNC expands AI-driven fraud prevention and payment integrity to improve Medicaid margins, boost cost controls and support long-term earnings growth.",,summary,False,https://finance.yahoo.com/healthcare/articles/centenes-fraud-prevention-strategy-support-141200339.html?.tsrc=rss,2026-07-06T14:12:00+00:00,2026-07-06T19:27:17+00:00,,en,UNH,UnitedHealth,Healthcare,earnings risk,0.837,0.848,0.142,0.011,0.000000,0.000000,1.000000,0.000000,0.000000,0.423417,69.3,0.7,18.4,0.0,0.0,0.0,0.837,0.0,,"CNC expands AI-driven fraud prevention and payment integrity to improve Medicaid margins, boost cost controls and support long-term earnings growth.",0.848,1.000,0.929617,0.900,0.836655,False,1.0,
rss-03c69724a73231f0,rss-03c69724a73231f0,Yahoo Finance RSS,Yahoo Finance RSS,1,1 Mooning Stock with Exciting Potential and 2 Facing Challenges,"Each stock in this article is trading near its 52-week high. These elevated prices usually indicate some degree of investor confidence, business improvements, or favorable market conditions.","Each stock in this article is trading near its 52-week high. These elevated prices usually indicate some degree of investor confidence, business improvements, or favorable market conditions.",,summary,False,https://finance.yahoo.com/markets/stocks/articles/1-mooning-stock-exciting-potential-075601599.html?.tsrc=rss,2026-07-06T07:56:01+00:00,2026-07-06T19:27:17+00:00,,en,UNH,UnitedHealth,Healthcare,general market sentiment,0.510,0.552,0.405,0.042,0.000000,0.000000,0.000000,0.000000,0.000000,0.753361,38.7,3.0,38.8,0.0,0.0,0.0,0.510,0.0,,"These elevated prices usually indicate some degree of investor confidence, business improvements, or favorable market conditions.",0.552,1.000,0.852131,0.900,0.766918,False,1.0,
rss-f6d40f319470c85e,rss-f6d40f319470c85e,Yahoo Finance RSS,Yahoo Finance RSS,1,CVS Health vs. UnitedHealth: Comparing Revenue Trends for These Healthcare Companies,"UnitedHealth posted a higher net income margin last quarter, while both companies saw their revenue growth pause after a long expansion.","UnitedHealth posted a higher net income margin last quarter, while both companies saw their revenue growth pause after a long expansion.",,summary,False,https://www.fool.com/coverage/charts/2026/07/05/cvs-health-vs-unitedhealth-comparing-revenue-trends-for-these-healthcare-companies/?.tsrc=rss,2026-07-05T23:15:01+00:00,2026-07-06T19:27:17+00:00,,en,UNH,UnitedHealth,Healthcare,earnings risk,0.272,0.463,0.346,0.191,0.000000,0.000000,1.000000,0.000000,0.000000,0.946648,42.4,13.4,42.3,0.0,0.0,0.0,0.272,0.0,,"UnitedHealth: Comparing Revenue Trends for These Healthcare Companies UnitedHealth posted a higher net income margin last quarter, while both companies saw their revenue growth pause after a long expansion.",0.463,1.000,0.755317,0.900,0.679785,False,1.0,
rss-1d1b6dc67ed4a800,rss-1d1b6dc67ed4a800,Yahoo Finance RSS,Yahoo Finance RSS,1,Guardant Health stock surges on colon cancer blood test news,"Guardant Health (GH) investors have a new number to think about this week. Bernstein SocGen Group raised its price target on the cancer-screening company's stock to $200 a share, up from $175. Bernstein also kept its Outperform rating intact. The new price target came less than a day after a ...","Guardant Health (GH) investors have a new number to think about this week. Bernstein SocGen Group raised its price target on the cancer-screening company's stock to $200 a share, up from $175. Bernstein also kept its Outperform rating intact. The new price target came less than a day after a ...",,summary,False,https://www.thestreet.com/investing/stocks/gh-guardant-health-stock-target-bernstein-colon-cancer-blood-test?.tsrc=rss,2026-07-05T18:33:00+00:00,2026-07-06T19:27:17+00:00,,en,UNH,UnitedHealth,Healthcare,analyst rating,0.435,0.465,0.505,0.030,0.600000,0.000000,0.000000,0.000000,0.000000,0.734610,44.5,2.1,42.2,0.0,0.0,0.0,0.435,0.0,,"Bernstein SocGen Group raised its price target on the cancer-screening company's stock to $200 a share, up from $175.",0.505,1.000,0.707584,0.900,0.636826,False,1.0,
rss-62fe7120878a1301,rss-62fe7120878a1301,Yahoo Finance RSS,Yahoo Finance RSS,1,Jim Cramer Says He Bets “The Gains in CVS Will Be Long-Lasting”,"CVS Health Corporation (NYSE:CVS) was among the stocks Jim Cramer commented on as he advised investors on how to take advantage of Wednesday’s market rotation. Cramer showed a positive sentiment toward the stock, as he said: How about these outsized moves in the health insurers and the drug distributors? Oh, I like these. I bet […]","CVS Health Corporation (NYSE:CVS) was among the stocks Jim Cramer commented on as he advised investors on how to take advantage of Wednesday’s market rotation. Cramer showed a positive sentiment toward the stock, as he said: How about these outsized moves in the health insurers and the drug distributors? Oh, I like these. I bet […]",,summary,False,https://finance.yahoo.com/markets/stocks/articles/jim-cramer-says-bets-gains-142032204.html?.tsrc=rss,2026-07-04T14:20:32+00:00,2026-07-06T19:27:17+00:00,,en,UNH,UnitedHealth,Healthcare,general market sentiment,0.157,0.199,0.758,0.043,0.000000,0.000000,0.000000,0.000000,0.000000,0.605852,13.9,3.0,48.5,0.0,0.0,0.0,0.157,0.0,,"Oh, I like these.",0.758,1.000,0.478225,0.900,0.430403,False,1.0,
rss-f8cf26b11ef3c3a8,rss-f8cf26b11ef3c3a8,Yahoo Finance RSS,Yahoo Finance RSS,1,"Dear UnitedHealth Stock Fans, Mark Your Calendars for July 16","UnitedHealth has clawed its way back impressively from last year’s lows, and July 16 could be its biggest health check yet. Will another strong quarter keep the momentum rolling?","UnitedHealth has clawed its way back impressively from last year’s lows, and July 16 could be its biggest health check yet. Will another strong quarter keep the momentum rolling?",,summary,False,https://www.barchart.com/story/news/3127094/dear-unitedhealth-stock-fans-mark-your-calendars-for-july-16?.tsrc=rss,2026-07-04T13:00:03+00:00,2026-07-06T19:27:17+00:00,,en,UNH,UnitedHealth,Healthcare,general market sentiment,0.456,0.630,0.195,0.174,0.000000,0.000000,0.000000,0.000000,1.000000,0.832355,44.1,12.2,62.8,0.0,0.0,0.0,0.456,0.0,,Will another strong quarter keep the momentum rolling?,0.630,1.000,0.469398,0.900,0.422458,False,1.0,
rss-56412675a9b56649,rss-56412675a9b56649,Yahoo Finance RSS,Yahoo Finance RSS,1,The Unpopular Move That Telegraphed the Elevance Health Stock Surge,"While Wall Street fixated on a gloomy forecast, the company was making a painful but telling choice that hinted at the turnaround to come.","While Wall Street fixated on a gloomy forecast, the company was making a painful but telling choice that hinted at the turnaround to come.",,summary,False,https://www.trefis.com/articles/605695/the-unpopular-move-that-telegraphed-the-elevance-health-stock-surge/2026-07-03?.tsrc=rss,2026-07-03T12:20:53+00:00,2026-07-06T19:27:17+00:00,,en,UNH,UnitedHealth,Healthcare,general market sentiment,-0.647,0.068,0.217,0.715,0.000000,0.000000,0.000000,0.000000,0.000000,0.686867,4.8,50.1,29.3,0.0,0.0,0.0,-0.647,0.0,,"While Wall Street fixated on a gloomy forecast, the company was making a painful but telling choice that hinted at the turnaround to come.",0.715,1.000,0.333303,0.900,0.299973,False,1.0,
