article_id,source,title,summary,content,url,published_at,collected_at,time_parse_error,language,tickers,companies,sector,topic,sentiment_score,p_positive,p_neutral,p_negative,optimism,fear,uncertainty,attention,attention_weight,disagreement,disagreement_input,risk_intensity,risk_category,evidence_sentence,model_confidence,relevance_weight,time_weight,agg_weight,is_duplicate,dedup_factor,processing_error
rss-fe90425e2f537bcf,Yahoo Finance RSS,"Broadcom Rallies 6% on a Broadened Apple Partnership as AMD Gains 10%, Intel Rises 5%","Shares of Broadcom (NASDAQ:AVGO) are up 6% to $381 in early Monday trading after the company said it agreed to expand its custom-chip partnership with Apple (NASDAQ:AAPL) through 2031. The news is fueling a broad semiconductor rebound after last week’s pullback. Advanced Micro Devices (NASDAQ:AMD) stock is up 10% to $568, and Intel (NASDAQ:INTC) stock ... Broadcom Rallies 6% on a Broadened Apple Partnership as AMD Gains 10%, Intel Rises 5%","Shares of Broadcom (NASDAQ:AVGO) are up 6% to $381 in early Monday trading after the company said it agreed to expand its custom-chip partnership with Apple (NASDAQ:AAPL) through 2031. The news is fueling a broad semiconductor rebound after last week’s pullback. Advanced Micro Devices (NASDAQ:AMD) stock is up 10% to $568, and Intel (NASDAQ:INTC) stock ... Broadcom Rallies 6% on a Broadened Apple Partnership as AMD Gains 10%, Intel Rises 5%",https://247wallst.com/investing/2026/07/06/broadcom-rallies-6-on-a-broadened-apple-partnership-as-amd-gains-8-intel-rises-4/?.tsrc=rss,2026-07-06T14:05:32+00:00,2026-07-06T19:27:10+00:00,,en,AAPL;AMD;AVGO,AMD;Apple;Broadcom,Technology,semiconductors,0.921,0.945,0.031,0.024,94.5,2.4,11.1,0.0,0.0,0.0,0.921,80.0,macro risk,"Advanced Micro Devices (NASDAQ:AMD) stock is up 10% to $568, and Intel (NASDAQ:INTC) stock ...",0.945,1.000,0.928252,0.928252,False,1.0,
rss-5b29bdf76b23956b,Yahoo Finance RSS,Mark Zuckerberg wants in on prediction markets. Meta's reported plans sent these stocks lower as a result,A New York Times report sparked fresh questions about the future of online betting.,A New York Times report sparked fresh questions about the future of online betting.,https://finance.yahoo.com/markets/options/articles/mark-zuckerberg-wants-prediction-markets-185500300.html?.tsrc=rss,2026-07-06T18:55:00+00:00,2026-07-06T19:27:10+00:00,,en,META,Meta,Communication Services,general market sentiment,-0.447,0.036,0.480,0.483,3.6,48.3,58.8,0.0,0.0,0.0,-0.447,80.0,macro risk,Meta's reported plans sent these stocks lower as a result A New York Times report sparked fresh questions about the future of online betting.,0.483,1.000,0.992582,0.992582,False,1.0,
rss-42e474d26ba15599,Yahoo Finance RSS,"Meta capex to surge in 2027, neocloud fears ’erroneous’ - SemiAnalysis","Investing.com -- Meta Platforms Inc (NASDAQ:META) has contracted over 5GW of datacenter capacity across cloud and colocation in just the first half of 2026, and research firm SemiAnalysis argues the company's compute buildout is nowhere near its peak, projecting that Meta's 2027 capital expenditure will be ""shockingly high"" and that fears of it cannibalizing neocloud rivals are misplaced.","Investing.com -- Meta Platforms Inc (NASDAQ:META) has contracted over 5GW of datacenter capacity across cloud and colocation in just the first half of 2026, and research firm SemiAnalysis argues the company's compute buildout is nowhere near its peak, projecting that Meta's 2027 capital expenditure will be ""shockingly high"" and that fears of it cannibalizing neocloud rivals are misplaced.",https://finance.yahoo.com/technology/ai/articles/meta-capex-surge-2027-neocloud-184617902.html?.tsrc=rss,2026-07-06T18:46:17+00:00,2026-07-06T19:27:10+00:00,,en,META,Meta,Communication Services,general market sentiment,-0.960,0.012,0.017,0.972,1.2,97.2,6.4,0.0,0.0,0.0,-0.960,80.0,macro risk,"Investing.com -- Meta Platforms Inc (NASDAQ:META) has contracted over 5GW of datacenter capacity across cloud and colocation in just the first half of 2026, and research firm SemiAnalysis argues the company's compute buildout is nowhere near its peak, projecting that Meta's 2027 capital expenditure will be ""shockingly high"" and that fears of it cannibalizing neocloud rivals are misplaced.",0.972,1.000,0.990581,0.990581,False,1.0,
rss-fc1bd99c603cf911,Yahoo Finance RSS,The New Business That Flagged AppLovin Stock’s Next Move,"While Wall Street was still sizing up its gaming empire, AppLovin was quietly building a second, faster-growing one right on its earnings calls.","While Wall Street was still sizing up its gaming empire, AppLovin was quietly building a second, faster-growing one right on its earnings calls.",https://www.trefis.com/articles/605502/the-new-business-that-flagged-applovin-stocks-next-move/2026-07-06?.tsrc=rss,2026-07-06T18:36:41+00:00,2026-07-06T19:27:10+00:00,,en,META,Meta,Communication Services,general market sentiment,0.219,0.232,0.756,0.012,23.2,1.2,67.4,0.0,0.0,0.0,0.219,80.0,macro risk,"While Wall Street was still sizing up its gaming empire, AppLovin was quietly building a second, faster-growing one right on its earnings calls.",0.756,1.000,0.988382,0.988382,False,1.0,
rss-42f32a2bf2d0a82e,Yahoo Finance RSS,"The S&P 500 Looks Pricey at 22x Earnings. On Cash Flow, It’s a Terrifying 32x.","On a recent episode of Barron’s Streetwise, host Jack Hough answered a listener named William who was nervous about how much money he had made in AI-adjacent names like Dell (NYSE:DELL) and HPE (NYSE:HPE). Hough’s answer had a number in it that should probably make everyone else nervous too. “You can look at the S&P 500 right now ... The S&P 500 Looks Pricey at 22x Earnings. On Cash Flow, It’s a Terrifying 32x.","On a recent episode of Barron’s Streetwise, host Jack Hough answered a listener named William who was nervous about how much money he had made in AI-adjacent names like Dell (NYSE:DELL) and HPE (NYSE:HPE). Hough’s answer had a number in it that should probably make everyone else nervous too. “You can look at the S&P 500 right now ... The S&P 500 Looks Pricey at 22x Earnings. On Cash Flow, It’s a Terrifying 32x.",https://247wallst.com/investing/2026/07/06/the-sp-500-looks-pricey-at-22x-earnings-on-cash-flow-its-a-terrifying-32x/?.tsrc=rss,2026-07-06T17:45:24+00:00,2026-07-06T19:27:10+00:00,,en,META,Meta,Communication Services,cash flow,-0.246,0.047,0.659,0.293,4.7,29.3,67.9,0.0,0.0,0.0,-0.246,80.0,macro risk,The S&P 500 Looks Pricey at 22x Earnings.,0.659,1.000,0.976718,0.976718,False,1.0,
rss-9540556401d0aa6c,Yahoo Finance RSS,Micron Stock Rises After Landing Major Long-Term Ford Deal,Micron Gets Fresh Growth Boost After New Ford Agreement,Micron Gets Fresh Growth Boost After New Ford Agreement,https://finance.yahoo.com/markets/stocks/articles/micron-stock-rises-landing-major-164440543.html?.tsrc=rss,2026-07-06T16:44:40+00:00,2026-07-06T19:27:10+00:00,,en,META,Meta,Communication Services,general market sentiment,0.929,0.949,0.032,0.020,94.9,2.0,10.5,0.0,0.0,0.0,0.929,80.0,macro risk,Micron Gets Fresh Growth Boost After New Ford Agreement Micron Gets Fresh Growth Boost After New Ford Agreement,0.949,1.000,0.963083,0.963083,False,1.0,
rss-d37efb1bef5193ff,Yahoo Finance RSS,"'Sweat Equity Goes So Much Further Than Anything Else,' Says Mark Cuban, But Most People Aren't Willing to Do the Work","Billionaire investor Mark Cuban has spent decades building companies, investing in startups and helping entrepreneurs through the hit TV show “Shark Tank.” Yet when he’s asked what separates successful founders from everyone else, his answer is surprisingly straightforward: “Do the...","Billionaire investor Mark Cuban has spent decades building companies, investing in startups and helping entrepreneurs through the hit TV show “Shark Tank.” Yet when he’s asked what separates successful founders from everyone else, his answer is surprisingly straightforward: “Do the...",https://finance.yahoo.com/small-business/articles/sweat-equity-goes-much-further-163110929.html?.tsrc=rss,2026-07-06T16:31:10+00:00,2026-07-06T19:27:10+00:00,,en,META,Meta,Communication Services,general market sentiment,0.043,0.062,0.919,0.019,6.2,1.9,67.0,0.0,0.0,0.0,0.043,80.0,macro risk,"Billionaire investor Mark Cuban has spent decades building companies, investing in startups and helping entrepreneurs through the hit TV show “Shark Tank.” Yet when he’s asked what separates successful founders from everyone else, his answer is surprisingly straightforward: “Do the...",0.919,1.000,0.960078,0.960078,False,1.0,
rss-293d1526e525f903,Yahoo Finance RSS,Morgan Stanley sees smarter AI cloud path for Meta,Meta's AI cloud story may be bigger than ads,Meta's AI cloud story may be bigger than ads,https://finance.yahoo.com/technology/ai/articles/morgan-stanley-sees-smarter-ai-162019058.html?.tsrc=rss,2026-07-06T16:20:19+00:00,2026-07-06T19:27:10+00:00,,en,META,Meta,Communication Services,general market sentiment,0.058,0.085,0.887,0.027,8.5,2.7,68.3,0.0,0.0,0.0,0.058,80.0,macro risk,Meta's AI cloud story may be bigger than ads Meta's AI cloud story may be bigger than ads,0.887,1.000,0.957670,0.957670,False,1.0,
rss-0d45de291a97a5dd,Yahoo Finance RSS,Tesla Stock Climbs as Robotaxi Expansion Reaches Miami,Tesla Shares Rise as Robotaxi Service Expands Into Miami,Tesla Shares Rise as Robotaxi Service Expands Into Miami,https://finance.yahoo.com/markets/stocks/articles/tesla-stock-climbs-robotaxi-expansion-174926590.html?.tsrc=rss,2026-07-06T17:49:26+00:00,2026-07-06T19:27:10+00:00,,en,GOOGL;TSLA,Alphabet;Tesla,Communication Services,general market sentiment,0.898,0.930,0.038,0.032,93.0,3.2,13.3,0.0,0.0,0.0,0.898,80.0,macro risk,Tesla Shares Rise as Robotaxi Service Expands Into Miami Tesla Shares Rise as Robotaxi Service Expands Into Miami,0.930,1.000,0.977631,0.977631,False,1.0,
rss-2c66b0ce96252676,Yahoo Finance RSS,Circle Internet Group Has a Brand-New Stablecoin Rival. What Does That Mean For Circle Stock?,OUSD could represent an existential threat to USDC.,OUSD could represent an existential threat to USDC.,https://www.fool.com/investing/2026/07/06/circle-internet-group-has-a-brand-new-stablecoin-r/?.tsrc=rss,2026-07-06T16:46:56+00:00,2026-07-06T19:27:10+00:00,,en,GOOGL,Alphabet,Communication Services,general market sentiment,-0.391,0.091,0.428,0.481,9.1,48.1,59.7,0.0,0.0,0.0,-0.391,80.0,macro risk,OUSD could represent an existential threat to USDC.,0.481,1.000,0.963588,0.963588,False,1.0,
rss-60b4f4d201022bc7,Yahoo Finance RSS,"Prediction: Following Alphabet, This Could Be the Next Trillion-Dollar Artificial Intelligence (AI) Stock Greg Abel Adds to Berkshire's Portfolio",Berkshire Hathaway has steadily turned Alphabet into a major position over the last couple of quarters.,Berkshire Hathaway has steadily turned Alphabet into a major position over the last couple of quarters.,https://www.fool.com/investing/2026/07/06/prediction-this-could-be-the-next-trillion-dollar/?.tsrc=rss,2026-07-06T16:05:00+00:00,2026-07-06T19:27:10+00:00,,en,GOOGL,Alphabet,Communication Services,AI demand,0.871,0.883,0.106,0.011,88.3,1.1,20.9,0.0,0.0,0.0,0.871,80.0,macro risk,Berkshire Hathaway has steadily turned Alphabet into a major position over the last couple of quarters.,0.883,1.000,0.954280,0.954280,False,1.0,
rss-bd94e26de9ace93f,Yahoo Finance RSS,Can AI Strengthen Kroger's Customer Personalization Strategy?,"KR uses AI and loyalty data to strengthen its retail media platform, enabling smarter audience targeting and expanding advertising growth opportunities.","KR uses AI and loyalty data to strengthen its retail media platform, enabling smarter audience targeting and expanding advertising growth opportunities.",https://finance.yahoo.com/technology/ai/articles/ai-strengthen-krogers-customer-personalization-155100839.html?.tsrc=rss,2026-07-06T15:51:00+00:00,2026-07-06T19:27:10+00:00,,en,GOOGL,Alphabet,Communication Services,general market sentiment,0.897,0.905,0.088,0.008,90.5,0.8,17.7,0.0,0.0,0.0,0.897,80.0,macro risk,"KR uses AI and loyalty data to strengthen its retail media platform, enabling smarter audience targeting and expanding advertising growth opportunities.",0.905,1.000,0.951193,0.951193,False,1.0,
rss-69c3a475c91fb912,Yahoo Finance RSS,Tesla Robotaxi Expands To Miami As Slow Rollout Continues. Stock Ticks Up.,"Miami marks the latest city to offer Tesla's robotaxis. However, the service's rollout remains slow.","Miami marks the latest city to offer Tesla's robotaxis. However, the service's rollout remains slow.",https://finance.yahoo.com/m/164cf352-ca8c-33f7-a0a3-722aba83fce4/tesla-robotaxi-expands-to.html?.tsrc=rss,2026-07-06T15:47:06+00:00,2026-07-06T19:27:10+00:00,,en,GOOGL;TSLA,Alphabet;Tesla,Communication Services,general market sentiment,-0.215,0.193,0.399,0.408,19.3,40.8,62.2,0.0,0.0,0.0,-0.215,80.0,macro risk,"However, the service's rollout remains slow.",0.408,1.000,0.950334,0.950334,False,1.0,
rss-115c431b50f01064,Yahoo Finance RSS,Netflix Has Crashed 42% in 12 Months. Is It Time to Buy the Streaming Giant?,"Netflix has faced some headwinds over the past year, but how's the underlying business?","Netflix has faced some headwinds over the past year, but how's the underlying business?",https://www.fool.com/investing/2026/07/06/netflix-crashed-12-months-time-buy-streaming/?.tsrc=rss,2026-07-06T15:56:00+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,-0.220,0.078,0.624,0.298,7.8,29.8,68.5,0.0,0.0,0.0,-0.220,80.0,macro risk,Netflix Has Crashed 42% in 12 Months.,0.624,1.000,0.952291,0.952291,False,1.0,
rss-860c388ad7b45fc3,Yahoo Finance RSS,Netflix (NFLX) Gained From Multiple Tailwinds,"RiverPark Advisors, an investment advisory firm and sponsor of the RiverPark family of mutual funds, released its “RiverPark Large Growth Fund” Q1 2026 investor letter. A copy of the letter can be downloaded here. The US stock market declined in the quarter with the S&P 500 index (“S&P”) and the Russell 1000 Growth index (“RLG”) […]","RiverPark Advisors, an investment advisory firm and sponsor of the RiverPark family of mutual funds, released its “RiverPark Large Growth Fund” Q1 2026 investor letter. A copy of the letter can be downloaded here. The US stock market declined in the quarter with the S&P 500 index (“S&P”) and the Russell 1000 Growth index (“RLG”) […]",https://finance.yahoo.com/markets/stocks/articles/netflix-nflx-gained-multiple-tailwinds-145759503.html?.tsrc=rss,2026-07-06T14:57:59+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,-0.363,0.071,0.495,0.434,7.1,43.4,62.4,0.0,0.0,0.0,-0.363,40.0,valuation risk,The US stock market declined in the quarter with the S&P 500 index (“S&P”) and the Russell 1000 Growth index (“RLG”) […],0.495,1.000,0.939587,0.939587,False,1.0,
rss-bd11bb7ec3a82e60,Yahoo Finance RSS,3 Unstoppable Stocks to Buy Before the Next Market Rally -- Including Netflix (NFLX) Stock,"These are all giants in their realms, and their stocks are attractively valued, too.","These are all giants in their realms, and their stocks are attractively valued, too.",https://www.fool.com/investing/2026/07/06/3-unstoppable-stocks-buy-next-market-rally/?.tsrc=rss,2026-07-06T14:47:00+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,0.229,0.239,0.751,0.010,23.9,1.0,67.0,0.0,0.0,0.0,0.229,40.0,valuation risk,"These are all giants in their realms, and their stocks are attractively valued, too.",0.751,1.000,0.937201,0.937201,False,1.0,
rss-6230d6522cceaba8,Yahoo Finance RSS,"Company News for July 6, 2026","Companies In The News Are: NFLX, GOOGL, AVAV, AAPL.","Companies In The News Are: NFLX, GOOGL, AVAV, AAPL.",https://finance.yahoo.com/markets/stocks/articles/company-news-july-6-2026-065200730.html?.tsrc=rss,2026-07-06T06:52:00+00:00,2026-07-06T19:27:11+00:00,,en,AAPL;GOOGL;NFLX,Alphabet;Apple;Netflix,Communication Services,general market sentiment,-0.010,0.018,0.953,0.029,1.8,2.9,65.2,0.0,0.0,0.0,-0.010,80.0,macro risk,"Companies In The News Are: NFLX, GOOGL, AVAV, AAPL.",0.953,1.000,0.839616,0.839616,False,1.0,
rss-48f720a506b2c6c8,Yahoo Finance RSS,3 Reasons to Load Up on Netflix Stock Before July 16,"Netflix reports earnings July 16, and these three overlooked metrics could reveal whether its next phase of growth is just beginning.","Netflix reports earnings July 16, and these three overlooked metrics could reveal whether its next phase of growth is just beginning.",https://www.fool.com/investing/2026/07/05/3-reasons-load-up-on-netflix-stock-before-july-16/?.tsrc=rss,2026-07-05T22:20:00+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,0.299,0.310,0.678,0.012,31.0,1.2,65.4,0.0,0.0,0.0,0.299,80.0,macro risk,"Netflix reports earnings July 16, and these three overlooked metrics could reveal whether its next phase of growth is just beginning.",0.678,1.000,0.745776,0.745776,False,1.0,
rss-7c1a130690f4ad6e,Yahoo Finance RSS,Netflix (NFLX) Brings TF1 Live Channels Into Its App For The First Time,"Netflix, ticker NasdaqGS:NFLX, and TF1 Group have launched live channels and integrated on demand French content within the Netflix app. The arrangement introduces TF1 linear channels on Netflix for the first time, marking Netflix's entry into distributing a third party's live channels. This collaboration focuses on French programming and aims to blend traditional broadcast content with streaming access in one platform. For investors watching Netflix, this move adds a new layer to a...","Netflix, ticker NasdaqGS:NFLX, and TF1 Group have launched live channels and integrated on demand French content within the Netflix app. The arrangement introduces TF1 linear channels on Netflix for the first time, marking Netflix's entry into distributing a third party's live channels. This collaboration focuses on French programming and aims to blend traditional broadcast content with streaming access in one platform. For investors watching Netflix, this move adds a new layer to a...",https://finance.yahoo.com/markets/stocks/articles/netflix-nflx-brings-tf1-live-220941882.html?.tsrc=rss,2026-07-05T22:09:41+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,0.352,0.361,0.630,0.009,36.1,0.9,63.3,0.0,0.0,0.0,0.352,80.0,macro risk,"Netflix, ticker NasdaqGS:NFLX, and TF1 Group have launched live channels and integrated on demand French content within the Netflix app.",0.630,1.000,0.743998,0.743998,False,1.0,
rss-9b35a96c1df91c34,Yahoo Finance RSS,"Dear Netflix Stock Fans, Mark Your Calendars for July 16","Netflix’s next release isn't a series at all. Rather, it is the NFLX earnings report on July 16. Will the numbers revive the rally or leave investors wanting a better sequel?","Netflix’s next release isn't a series at all. Rather, it is the NFLX earnings report on July 16. Will the numbers revive the rally or leave investors wanting a better sequel?",https://www.barchart.com/story/news/3132762/dear-netflix-stock-fans-mark-your-calendars-for-july-16?.tsrc=rss,2026-07-05T15:00:02+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,0.085,0.140,0.804,0.055,14.0,5.5,70.5,0.0,0.0,0.0,0.085,40.0,valuation risk,Will the numbers revive the rally or leave investors wanting a better sequel?,0.804,1.000,0.673563,0.673563,False,1.0,
rss-e99fff411be4db99,Yahoo Finance RSS,Prediction: Netflix Stock Is Going to Soar After July 16,Investors have a rare opportunity to buy Netflix stock at a discount to the broader market.,Investors have a rare opportunity to buy Netflix stock at a discount to the broader market.,https://www.fool.com/investing/2026/07/05/prediction-netflix-stock-is-going-to-soar-july-16/?.tsrc=rss,2026-07-05T09:27:00+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,0.478,0.498,0.482,0.020,49.8,2.0,57.2,0.0,0.0,0.0,0.478,80.0,macro risk,Investors have a rare opportunity to buy Netflix stock at a discount to the broader market.,0.498,1.000,0.623588,0.623588,False,1.0,
rss-b972ce685364d06f,Yahoo Finance RSS,Netflix Is Down 21% This Year. History Says This Is the Time to Buy.,"Netflix's stock has struggled in 2026, but the company's next growth chapter may already be taking shape behind the scenes.","Netflix's stock has struggled in 2026, but the company's next growth chapter may already be taking shape behind the scenes.",https://www.fool.com/investing/2026/07/04/netflix-is-down-21-this-year-history-says-this-is/?.tsrc=rss,2026-07-05T02:20:00+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,-0.522,0.061,0.356,0.583,6.1,58.3,52.4,0.0,0.0,0.0,-0.522,80.0,macro risk,Netflix Is Down 21% This Year.,0.583,1.000,0.564900,0.564900,False,1.0,
rss-569f392d1323ecdb,Yahoo Finance RSS,Netflix Stock Is Flirting With $70. Once-in-a-Decade Opportunity or Value Trap?,"Despite a fantastic 711% trailing-10-year return, Netflix shares are currently 45% off their peak.","Despite a fantastic 711% trailing-10-year return, Netflix shares are currently 45% off their peak.",https://www.fool.com/investing/2026/07/04/netflix-stock-70-once-in-a-decade-value-trap/?.tsrc=rss,2026-07-04T18:20:00+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,-0.316,0.207,0.270,0.523,20.7,52.3,53.3,0.0,0.0,0.0,-0.316,80.0,macro risk,"Despite a fantastic 711% trailing-10-year return, Netflix shares are currently 45% off their peak.",0.523,1.000,0.505494,0.505494,False,1.0,
rss-50571d05e8ffbd73,Yahoo Finance RSS,Netflix Vs. Walt Disney: Netflix Prints Cold Hard Cash While Disney Bleeds to Fund Parks and Linear Cable Remnants,"Netflix (NASDAQ: NFLX) and Walt Disney (NYSE: DIS) just reported quarters showing two opposite business models behind the same word: streaming. Netflix delivered an asset-light cash haul. Disney posted a record parks quarter and streaming profitability inflection, but carried a heavy capital bill. The contrast matters as discretionary budgets tighten. Netflix Squeezes Cash. Disney Buys ... Netflix Vs. Walt Disney: Netflix Prints Cold Hard Cash While Disney Bleeds to Fund Parks and Linear Cable R","Netflix (NASDAQ: NFLX) and Walt Disney (NYSE: DIS) just reported quarters showing two opposite business models behind the same word: streaming. Netflix delivered an asset-light cash haul. Disney posted a record parks quarter and streaming profitability inflection, but carried a heavy capital bill. The contrast matters as discretionary budgets tighten. Netflix Squeezes Cash. Disney Buys ... Netflix Vs. Walt Disney: Netflix Prints Cold Hard Cash While Disney Bleeds to Fund Parks and Linear Cable R",https://247wallst.com/investing/2026/07/04/netflix-vs-walt-disney-netflix-prints-cold-hard-cash-while-disney-bleeds-to-fund-parks-and-linear-cable-remnants/?.tsrc=rss,2026-07-04T13:39:10+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,-0.155,0.193,0.458,0.348,19.3,34.8,65.4,0.0,0.0,0.0,-0.155,80.0,macro risk,Netflix delivered an asset-light cash haul.,0.458,1.000,0.473679,0.473679,False,1.0,
rss-3cf5c600827e6553,Yahoo Finance RSS,MarketBeat Week in Review – 06/29 - 07/03,"MarketBeat's weekly roundup covers a weaker June jobs report, tech sector rotation, and top analyst picks including TSLA, AVGO, PLTR, MRNA, and NEE heading into Q2 earnings season.","MarketBeat's weekly roundup covers a weaker June jobs report, tech sector rotation, and top analyst picks including TSLA, AVGO, PLTR, MRNA, and NEE heading into Q2 earnings season.",https://www.marketbeat.com/articles/marketbeat-week-in-review-06-29-07-03/?utm_source=yahoofinance&utm_medium=yahoofinance&.tsrc=rss,2026-07-04T11:00:00+00:00,2026-07-06T19:27:11+00:00,,en,AVGO;NEE;NFLX;TSLA,Broadcom;Netflix;NextEra Energy;Tesla,Technology,general market sentiment,-0.937,0.010,0.044,0.947,1.0,94.7,11.1,0.0,0.0,0.0,-0.937,80.0,macro risk,"MarketBeat's weekly roundup covers a weaker June jobs report, tech sector rotation, and top analyst picks including TSLA, AVGO, PLTR, MRNA, and NEE heading into Q2 earnings season.",0.947,1.000,0.456544,0.456544,False,1.0,
rss-c415bc19a86b16ba,Yahoo Finance RSS,Netflix Slides 17% as Valuation Worries Grow,Netflix shares are down 17% this year and recently touched a 52-week low.,Netflix shares are down 17% this year and recently touched a 52-week low.,https://finance.yahoo.com/markets/stocks/articles/netflix-slides-17-valuation-worries-212104695.html?.tsrc=rss,2026-07-03T21:21:04+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,-0.967,0.007,0.020,0.973,0.7,97.3,6.2,0.0,0.0,0.0,-0.967,40.0,valuation risk,Netflix shares are down 17% this year and recently touched a 52-week low.,0.973,1.000,0.377706,0.377706,False,1.0,
rss-ddf67887de686705,Yahoo Finance RSS,Netflix (NFLX): 3 Reasons We Love This Stock,"Over the past six months, Netflix’s stock price fell to $77.63. Shareholders have lost 15.1% of their capital, which is disappointing considering the S&P 500 has climbed by 8.4%. This was partly due to its softer quarterly results and might have investors contemplating their next move.","Over the past six months, Netflix’s stock price fell to $77.63. Shareholders have lost 15.1% of their capital, which is disappointing considering the S&P 500 has climbed by 8.4%. This was partly due to its softer quarterly results and might have investors contemplating their next move.",https://finance.yahoo.com/markets/stocks/articles/netflix-nflx-3-reasons-love-183406020.html?.tsrc=rss,2026-07-03T18:34:06+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,cash flow,-0.954,0.011,0.024,0.965,1.1,96.5,7.8,0.0,0.0,0.0,-0.954,80.0,macro risk,"Shareholders have lost 15.1% of their capital, which is disappointing considering the S&P 500 has climbed by 8.4%.",0.965,1.000,0.363387,0.363387,False,1.0,
rss-a467d3198cc8f9e8,Yahoo Finance RSS,Jim Cramer Believes the Market Is Wrong About Netflix,"Netflix, Inc. (NASDAQ:NFLX) was among the stocks on Jim Cramer’s Mad Money radar as he taught investors how to profit from the upcoming wave of takeovers. During the episode, a caller asked if there was “something fundamentally wrong” with the company. Cramer replied: People think the business has slowed. I disagree with that analysis, but […]","Netflix, Inc. (NASDAQ:NFLX) was among the stocks on Jim Cramer’s Mad Money radar as he taught investors how to profit from the upcoming wave of takeovers. During the episode, a caller asked if there was “something fundamentally wrong” with the company. Cramer replied: People think the business has slowed. I disagree with that analysis, but […]",https://finance.yahoo.com/markets/stocks/articles/jim-cramer-believes-market-wrong-081804095.html?.tsrc=rss,2026-07-03T17:52:04+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,-0.533,0.042,0.382,0.575,4.2,57.5,52.8,0.0,0.0,0.0,-0.533,80.0,macro risk,Cramer replied: People think the business has slowed.,0.575,1.000,0.359868,0.359868,False,1.0,
rss-d9ef0d82015231bf,Yahoo Finance RSS,SIRI or NFLX: Which Is the Better Value Stock Right Now?,SIRI vs. NFLX: Which Stock Is the Better Value Option?,SIRI vs. NFLX: Which Stock Is the Better Value Option?,https://finance.yahoo.com/markets/stocks/articles/siri-nflx-better-value-stock-154002390.html?.tsrc=rss,2026-07-03T15:40:02+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,0.012,0.051,0.911,0.039,5.1,3.9,67.8,0.0,0.0,0.0,0.012,80.0,macro risk,SIRI vs.,0.911,1.000,0.349036,0.349036,False,1.0,
rss-a0d207d28b50902b,Yahoo Finance RSS,"Netflix Gears Up to Report Q2 Earnings: Buy, Sell or Hold the Stock?","NFLX heads into Q2 earnings with pricing gains, ad growth and higher free cash flow guidance, offset by peak content costs.","NFLX heads into Q2 earnings with pricing gains, ad growth and higher free cash flow guidance, offset by peak content costs.",https://finance.yahoo.com/markets/stocks/articles/netflix-gears-report-q2-earnings-145700087.html?.tsrc=rss,2026-07-03T14:57:00+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,earnings risk,0.619,0.647,0.325,0.028,64.7,2.8,46.7,0.0,0.0,0.0,0.619,60.0,earnings risk,"NFLX heads into Q2 earnings with pricing gains, ad growth and higher free cash flow guidance, offset by peak content costs.",0.647,1.000,0.345576,0.345576,False,1.0,
rss-6143748d7f4d1e31,Yahoo Finance RSS,1 of Wall Street’s Favorite Stocks for Long-Term Investors and 2 We Avoid,"Wall Street is overwhelmingly bullish on the stocks in this article, with price targets suggesting significant upside potential. However, it’s worth remembering that analysts rarely issue sell ratings, partly because their firms often seek other business from the same companies they cover.","Wall Street is overwhelmingly bullish on the stocks in this article, with price targets suggesting significant upside potential. However, it’s worth remembering that analysts rarely issue sell ratings, partly because their firms often seek other business from the same companies they cover.",https://finance.yahoo.com/markets/stocks/articles/1-wall-street-favorite-stocks-143406703.html?.tsrc=rss,2026-07-03T14:34:06+00:00,2026-07-06T19:27:11+00:00,,en,NFLX,Netflix,Communication Services,general market sentiment,0.432,0.478,0.476,0.046,47.8,4.6,59.4,0.0,0.0,0.0,0.432,80.0,macro risk,"Wall Street is overwhelmingly bullish on the stocks in this article, with price targets suggesting significant upside potential.",0.478,1.000,0.343749,0.343749,False,1.0,
